Upper Carson Datafile - Climate Scenario 1a (2012-2015 followed by 1987-1995)
Created By M. Gardner (03/31/15)
////////////////////////////////////////////////////////////
// Station metadata (listed in the same order as the data):
// ID                             Type                Latitude     Longitude       Elevation 
// 356  Blue Lakes SNOTEL         tasmax              38.61        -119.92         8057
// 778  Spratt Creek SNOTEL       tasmax              38.67        -119.82         6115
// 356  Blue Lakes SNOTEL         tasmin              38.61        -119.92         8057
// 778  Spratt Creek SNOTEL       tasmin              38.67        -119.82         6115
// 356  Blue Lakes SNOTEL         precip              38.61        -119.92         8057
// 778  Spratt Creek SNOTEL       precip              38.67        -119.82         6115
// 10310000 W Fk at Woodfords     runoff              38.77        -119.83         5720
// 10309000 R Fk nr Gardnerville  runoff              38.85        -119.71         5005
////////////////////////////////////////////////////////////
// Unit: temperature = farenheit, precipitation = mm per day, runoff = cfs, elevation = feet
////////////////////////////////////////////////////////////
tmax 2
tmin 2
precip 2
runoff 2
########################################
2008	10	1	0	0	0	65	75	43	45	0	0	12	50
2008	10	2	0	0	0	56	65	44	54	0	0	12	48
2008	10	3	0	0	0	52	62	37	44	7.62	12.7	12	47
2008	10	4	0	0	0	41	53	33	37	15.24	15.24	16	57
2008	10	5	0	0	0	51	62	33	33	0	0	16	84
2008	10	6	0	0	0	62	71	34	32	0	0	14	66
2008	10	7	0	0	0	64	76	36	37	0	0	13	58
2008	10	8	0	0	0	62	75	38	40	0	0	13	55
2008	10	9	0	0	0	49	60	27	28	0	0	13	47
2008	10	10	0	0	0	29	37	21	22	0	2.54	13	44
2008	10	11	0	0	0	28	36	19	23	0	2.54	14	48
2008	10	12	0	0	0	35	42	17	16	0	2.54	14	49
2008	10	13	0	0	0	47	54	27	23	5.08	0	14	47
2008	10	14	0	0	0	58	66	32	28	0	0	14	50
2008	10	15	0	0	0	58	71	34	34	0	0	14	51
2008	10	16	0	0	0	62	68	33	34	0	0	14	50
2008	10	17	0	0	0	59	73	36	36	0	0	14	48
2008	10	18	0	0	0	52	63	35	38	0	0	14	47
2008	10	19	0	0	0	52	64	33	35	0	0	14	49
2008	10	20	0	0	0	54	65	32	37	0	0	14	50
2008	10	21	0	0	0	52	59	31	31	0	0	14	49
2008	10	22	0	0	0	55	58	31	27	0	0	13	48
2008	10	23	0	0	0	62	70	34	31	0	0	13	50
2008	10	24	0	0	0	62	68	34	35	0	0	13	50
2008	10	25	0	0	0	63	70	37	35	0	0	13	49
2008	10	26	0	0	0	63	67	38	35	0	0	13	49
2008	10	27	0	0	0	61	72	35	35	0	0	13	48
2008	10	28	0	0	0	59	70	35	40	0	0	13	47
2008	10	29	0	0	0	58	67	32	34	0	0	13	47
2008	10	30	0	0	0	54	64	35	37	5.08	0	13	47
2008	10	31	0	0	0	41	55	34	42	12.7	17.78	14	52
2008	11	1	0	0	0	41	49	34	40	55.88	63.5	42	94
2008	11	2	0	0	0	36	45	30	36	10.16	15.24	114	344
2008	11	3	0	0	0	32	43	28	35	12.7	10.16	50	165
2008	11	4	0	0	0	29	41	17	27	0	2.54	33	113
2008	11	5	0	0	0	36	47	16	20	5.08	0	26	94
2008	11	6	0	0	0	46	56	31	32	0	0	27	94
2008	11	7	0	0	0	52	57	29	31	0	0	26	96
2008	11	8	0	0	0	46	58	29	33	10.16	7.62	25	96
2008	11	9	0	0	0	34	40	26	31	2.54	0	29	104
2008	11	10	0	0	0	37	47	23	28	0	0	27	98
2008	11	11	0	0	0	44	53	27	31	0	0	24	91
2008	11	12	0	0	0	51	62	35	37	0	0	25	91
2008	11	13	0	0	0	55	62	33	33	0	0	25	96
2008	11	14	0	0	0	50	56	36	31	0	0	25	95
2008	11	15	0	0	0	50	56	33	29	0	0	25	96
2008	11	16	0	0	0	58	65	34	31	0	0	23	94
2008	11	17	0	0	0	57	66	34	34	0	0	22	90
2008	11	18	0	0	0	54	66	32	35	0	0	21	88
2008	11	19	0	0	0	52	61	32	33	0	0	21	86
2008	11	20	0	0	0	47	57	30	31	0	0	20	84
2008	11	21	0	0	0	52	49	26	26	0	0	19	81
