#WRname  iseg  wellnum  welllay  wellrow  wellcol  startyr  dpt  swu  swufrac   pctsup  swfrfrac  swfr  welleff  realwell  wryr  source  desc  row  col  acres
            147           1117             135               4             129              69            1960  .011076725    .021155596   .772424200000     .079630444211     .9071576736800  .7391893790  .8790964736800      APP-78678     1900    VirginiaDitch    acres=8.71    129    66    8.71
            148            789             136               4             129              69            1960  .164431379    .029401882   .761404905260     .064720928421     .9206689578900  .2349485684  .8636532631600      APP-78678     1863    VirginiaDitch    acres=20.11    121    66    20.11
            148            789             137               4             129              71            1960  .164431379    .029401882   .761404905260     .292149136840     .9206689578900  .2349485684  .7268909368400      APP-18976     1863    VirginiaDitch    acres=20.11    121    66    20.11
            149            909             138               4             129              69            1960  1.68008E-5    .005516362   .859371526320     .231648452630     .8811123578900  .8533925895  .7214123157900      APP-78678     1875    VirginiaDitch    acres=25.15    120    66    25.15
            149            909             139               4             129              71            1960  1.68008E-5    .005516362   .859371526320     .013260375789     .8811123578900  .8533925895  .6007911368400      APP-18976     1875    VirginiaDitch    acres=25.15    120    66    25.15
            150            800              NA              NA              NA              NA              NA  .043430881    .017281872   .785780863160                 NA     .8827790526300  .1602356105              NA             NA      1864    VirginiaDitch    acres=24.77    124    64    24.77
            151            869              NA              NA              NA              NA              NA  .146530411    .002447662   .820111442110                 NA     .7506966526300  .6566398526              NA             NA      1869    VirginiaDitch    acres=24.07    126    65    24.07
            152           1028              NA              NA              NA              NA              NA  .002453197    .005367395   .842816200000                 NA     .7527638947400  .9998915579              NA             NA      1884    VirginiaDitch    acres=25.19    127    65    25.19
            153            884              NA              NA              NA              NA              NA  3.51332E-4    .017891085   .855487305260                 NA     .9187871578900  .7492350526              NA             NA      1871    VirginiaDitch    acres=29.8    122    63    29.8
            154           1004              NA              NA              NA              NA              NA  .017930965    .009037337   .837859010530                 NA     .9245336315800  .9996148526              NA             NA      1881    VirginiaDitch    acres=25.49    123    64    25.49
            155            801              NA              NA              NA              NA              NA  .003416155    2.23221E-4   .848682231580                 NA     .9582094631600  .9247093263              NA             NA      1864    VirginiaDitch    acres=18.95    122    61    18.95
            156           1024             140               4             123              57            1972  .054856396    .010084773   .778015105260     .090727435789     .8921621894700  .8729868526  .1774697789500      APP-68948     1883    VirginiaDitch    acres=26.76    123    59    26.76
            157            959              NA              NA              NA              NA              NA  .003845371    .026308032   .871892568420                 NA     .8057862631600  .8426894210              NA             NA      1878    VirginiaDitch    acres=36.17    120    64    36.17
            158            854              NA              NA              NA              NA              NA  .003103939    .021724589   .895695515790                 NA     .8690081894700  .3925155368              NA             NA      1866    VirginiaDitch    acres=78.95    116    64    78.95
            159            802              NA              NA              NA              NA              NA  .026019335    .010373743   .777777915790                 NA     .8350830000000  .2463326842              NA             NA      1864    VirginiaDitch    acres=41.71    121    60    41.71
            160            922              NA              NA              NA              NA              NA  6.25279E-5    .032420929   .808020168420                 NA     .7862414105300  .4377179158              NA             NA      1876    VirginiaDitch    acres=10.18    120    62    10.18
            161            870              NA              NA              NA              NA              NA  .063871446    .036065696   .861478031580                 NA     .8531776526300  .1464119789              NA             NA      1869    VirginiaDitch    acres=51.14    119    59    51.14
            162           1025             141               4             123              57            1972  4.49707E-6    .041089244   .779575421050     .306393431580     .8098889368400  .0906408979  .2364449052600      APP-68948     1883    VirginiaDitch    acres=7.61    121    59    7.61
            162           1025             142               4             123              57            1973  4.49707E-6    .041089244   .779575421050     .145123894740     .8098889368400  .0906408979  .7312774210500      APP-58532     1883    VirginiaDitch    acres=7.61    121    59    7.61
            162           1025             143               4             123              57            1972  4.49707E-6    .041089244   .779575421050     .009824812842     .8098889368400  .0906408979  .2771446315800      APP-58533     1883    VirginiaDitch    acres=7.61    121    59    7.61
            163            894              NA              NA              NA              NA              NA  .009823971    .007971592   .824619863160                 NA     .9529674947400  .2130006842              NA             NA      1872    VirginiaDitch    acres=38.15    117    61    38.15
            164            960              NA              NA              NA              NA              NA  .070005149    .008141779   .738280663160                 NA     .9611592421100  .0660052400              NA             NA      1878    VirginiaDitch    acres=40.44    115    61    40.44
            165            885              NA              NA              NA              NA              NA  .074966128    .023059831   .852066757890                 NA     .7671899578900  .1243780842              NA             NA      1871    VirginiaDitch    acres=27.96    117    59    27.96
            166            803              NA              NA              NA              NA              NA  .040791962    .039833502   .888653905260                 NA     .9106317157900  .3398310316              NA             NA      1864    VirginiaDitch    acres=13.06    117    58    13.06
            167            932              NA              NA              NA              NA              NA  .006229314    .005790427   .832338747370                 NA     .9421475684200  .6001578000              NA             NA      1877    VirginiaDitch    acres=40.9    115    58    40.9
            168            804              NA              NA              NA              NA              NA  .011038409    .002658997   .736284210530                 NA     .8216449263200  .9996846632              NA             NA      1864    VirginiaDitch    acres=4.47    116    57    4.47
            169            923              NA              NA              NA              NA              NA  .003540450    .034136807   .879072957890                 NA     .8097532526300  .1838778526              NA             NA      1876    VirginiaDitch    acres=32.6    114    56    32.6
            170            805              NA              NA              NA              NA              NA  .003885553    .072391797   .763730526320                 NA     .9286337368400  .2068694421              NA             NA      1864    VirginiaDitch    acres=26.31    118    57    26.31
            171            871              NA              NA              NA              NA              NA  .046003475    .024982101   .798084747370                 NA     .9585724947400  .6144202316              NA             NA      1869    VirginiaDitch    acres=2.51    118    56    2.51
            172            961              NA              NA              NA              NA              NA  .050442974    .005385883   .867133221050                 NA     .9083840631600  .7233505368              NA             NA      1878    VirginiaDitch    acres=0.41    118    56    0.41
            173            872              NA              NA              NA              NA              NA  .002516492    .013046131   .854115926320                 NA     .8749479052600  .3231753263              NA             NA      1869    VirginiaDitch    acres=0.21    118    56    0.21
            174            873              NA              NA              NA              NA              NA  .001502209    .007180533   .835446789470                 NA     .9218995368400  .9626584947              NA             NA      1869    VirginiaDitch    acres=0.21    118    55    0.21
            175            874              NA              NA              NA              NA              NA  .084080257    .019642493   .857932715790                 NA     .9664145263200  .4441583053              NA             NA      1869    VirginiaDitch    acres=0.29    118    55    0.29
            176            855              NA              NA              NA              NA              NA  .007216219    .051006087   .853766663160                 NA     .9175367157900  .2900509474              NA             NA      1866    EastForkCarsonRiver    acres=40.04    129    64    40.04
            177            910              NA              NA              NA              NA              NA  2.11201E-4    .025810129   .809937768420                 NA     .8566014315800  .9261436526              NA             NA      1875    EastForkCarsonRiver    acres=44.89    131    65    44.89
            178            924              NA              NA              NA              NA              NA  .015530099    .015950991   .844589894740                 NA     .9530606526300  .3942472210              NA             NA      1876    EastForkCarsonRiver    acres=15.02    128    63    15.02
            179            856              NA              NA              NA              NA              NA  .059976529    .011188255   .815491347370                 NA     .9398496210500  .1682598632              NA             NA      1866    EastForkCarsonRiver    acres=46.85    125    62    46.85
            180            962              NA              NA              NA              NA              NA  4.68169E-5    .043073241   .809603484210                 NA     .9614225368400  .1026110484              NA             NA      1878    EastForkCarsonRiver    acres=8.98    131    63    8.98
            181            790              NA              NA              NA              NA              NA  .028897023    .021539068   .884160126320                 NA     .8500666421100  .5670006526              NA             NA      1863    EastForkCarsonRiver    acres=14.82    132    61    14.82
            182            911              NA              NA              NA              NA              NA  .004056295    .002672820   .814705536840                 NA     .8029473578900  .3224590842              NA             NA      1875    EastForkCarsonRiver    acres=30.38    130    60    30.38
            183            963              NA              NA              NA              NA              NA  .075329814    .057285223   .834102094740                 NA     .7217350631600  .2309643368              NA             NA      1878    EastForkCarsonRiver    acres=50.95    131    58    50.95
            184           1059              NA              NA              NA              NA              NA  .004009335    .017034537   .796301400000                 NA     .9240935263200  .4258932737              NA             NA      1890    EastForkCarsonRiver    acres=11.9    130    58    11.9
            185            964              NA              NA              NA              NA              NA  4.64028E-4    .017642212   .932822957890                 NA     .9571087052600  .3917242842              NA             NA      1878    EastForkCarsonRiver    acres=13.99    129    58    13.99
            186            806              NA              NA              NA              NA              NA  5.17179E-4    .020736065   .838968042110                 NA     .8460444736800  .9505759158              NA             NA      1864    EastForkCarsonRiver    acres=17.95    129    56    17.95
            187           1053              NA              NA              NA              NA              NA  .017273560    .023500949   .846964442110                 NA     .9360014947400  .3751712000              NA             NA      1889    EastForkCarsonRiver    acres=15.08    130    55    15.08
            188            912              NA              NA              NA              NA              NA  .002634630    .015351325   .837740442110                 NA     .8903934947400  .9570509263              NA             NA      1875    EastForkCarsonRiver    acres=10.02    128    58    10.02
            189            913              NA              NA              NA              NA              NA  .136773242    .082527263   .743381989470                 NA     .9992161368400  .1843566947              NA             NA      1875    EastForkCarsonRiver    acres=55.05    127    56    55.05
            190           1073              NA              NA              NA              NA              NA  8.35843E-6    .100000000   .919287178950                 NA     .8281318736800  .4010746947              NA             NA      1894    EastForkCarsonRiver    acres=10.58    126    56    10.58
            191            807              NA              NA              NA              NA              NA  .015587566    .043492422   .760664652630                 NA     .7949558736800  .3076790316              NA             NA      1864    EastForkCarsonRiver    acres=14.96    128    56    14.96
            192            774              NA              NA              NA              NA              NA  .005205054    .065168086   .937754442110                 NA     .8483832947400  .0977121400              NA             NA      1862    EastForkCarsonRiver    acres=91.82    125    52    91.82
            193            886              NA              NA              NA              NA              NA  .164836000    .013792482   .829009252630                 NA     .8104094842100  .0760390263              NA             NA      1871    EastForkCarsonRiver    acres=23.55    127    53    23.55
            194            933             144               3             132              55            1976  .003043201    .051116032   .750060136840     .850848231580     .9423203789500  .1025033874  .2723093263200      APP-30156     1877    EastForkCarsonRiver    acres=5.67    128    51    5.67
            195            863              NA              NA              NA              NA              NA  .063698326    .008075124   .852285568420                 NA     .9145778000000  .6949844421              NA             NA      1867    EastForkCarsonRiver    acres=2.51    125    54    2.51
            196            775              NA              NA              NA              NA              NA  7.44640E-4    .006941264   .859437473680                 NA     .8536698421100  .2738156316              NA             NA      1862    EastForkCarsonRiver    acres=20.57    127    51    20.57
            197            857              NA              NA              NA              NA              NA  .012983177    .004309875   .739672189470                 NA     .9163868210500  .4625016632              NA             NA      1866    EastForkCarsonRiver    acres=67.01    122    50    67.01
            198            835             145               3             128              50            1976  4.10843E-4    .023644435   .842603663160     .124960326320     .8790699789500  .7675102526  .9994646000000      APP-29954     1865    HenningsenSystem    acres=51.84    123    48    51.84
            199            880             146               3             128              50            1976  .001262070    .001376317   .901750884210     .101600467370     .7681963052600  .2474734105  .1903471052600      APP-29954     1870    HenningsenSystem    acres=60.22    125    44    60.22
            200            914             147               3             128              50            1976  .020095940    .016419525   .935718347370     .756791978950     .8224315473700  .0429837684  1.099996210500      APP-29954     1875    HenningsenSystem    acres=27.22    127    49    27.22
            201            808             148               3             128              50            1976  .002472418    .018471219   .785925873680     .029542474737     .9547722210500  .2418809579  .0954831157890      APP-29954     1864    HenningsenSystem    acres=42.85    127    45    42.85
            202            836             149               3             128              50            1976  .052973117    .007293362   .807055242110     .027238761053     .9599561473700  .1355487053  .3174619473700      APP-29954     1865    HenningsenSystem    acres=54.48    125    47    54.48
            203            837             150               3             128              50            1976  7.29667E-4    .068621060   .862373463160     .612655115790     .9506027368400  .1561377158  .1091411789500      APP-29954     1865    HenningsenSystem    acres=215.84    126    40    215.84
            204            809              NA              NA              NA              NA              NA  .030766271    .003024023   .809792989470                 NA     .9763598736800  .1905064947              NA             NA      1864    HenningsenSystem    acres=10.13    128    42    10.13
            205            838             151               3             128              50            1976  .009259731    .014175199   .895956621050     .067160352632     .8914357684200  .9178596210  .2602595473700      APP-29954     1865    HenningsenSystem    acres=18.69    126    40    18.69
            206            839              NA              NA              NA              NA              NA  1.27507E-5    .019119464   .869079715790                 NA     .8470629789500  .5187525790              NA             NA      1865    HenningsenSystem    acres=6.38    123    37    6.38
            207            840              NA              NA              NA              NA              NA  .013015424    .022073613   .844826126320                 NA     .8424620105300  .2832097158              NA             NA      1865    HenningsenSystem    acres=26.71    124    37    26.71
            208            858              NA              NA              NA              NA              NA  .013843898    .023625603   .860008989470                 NA     .8977539157900  .3496373474              NA             NA      1866    HenningsenSystem    acres=119.34    124    32    119.34
            209            810             152               3             133              50            1939  1.27528E-4    .010492484   .817293726320     .039386348421     .8701583263200  .2950179368  .6060027263200     APP-V02881     1864    HenningsenSystem    acres=446.18    128    33    446.18
            209            810             153               3             133              50            1976  1.27528E-4    .010492484   .817293726320     1.39529168420     .8701583263200  .2950179368  .0185654978950      APP-30363     1864    HenningsenSystem    acres=446.18    128    33    446.18
            210            811              NA              NA              NA              NA              NA  .078685855    .002597957   .865500105260                 NA     .7961888526300  .5804374842              NA             NA      1864    HenningsenSystem    acres=141.05    120    31    141.05
            211            776              NA              NA              NA              NA              NA  .005742787    .003455036   .816189747370                 NA     1.094738842100  .2669014316              NA             NA      1862    HenningsenSystem    acres=39.93    119    28    39.93
            212            764              NA              NA              NA              NA              NA  .002033083    .008206935   .797550989470                 NA     1.086055789500  .6291800316              NA             NA      1861    HenningsenSystem    acres=133.02    120    26    133.02
            216            859              NA              NA              NA              NA              NA  7.35878E-4    .051273694   .751324989470                 NA     .9288299578900  .3487358842              NA             NA      1866    StodicDitch    acres=43.76    122    45    43.76
            217            746              NA              NA              NA              NA              NA  .019450489    .013930356   .868168368420                 NA     .9102463263200  .4979175895              NA             NA      1860    StodicDitch    acres=82.12    120    45    82.12
            218            706              NA              NA              NA              NA              NA  .122561189    .003291739   .754761747370                 NA     .8895640105300  .6186720737              NA             NA      1858    StodicDitch    acres=9.46    119    46    9.46
            219            747              NA              NA              NA              NA              NA  .010397545    .008908801   .844169642110                 NA     .8584086631600  .8885281790              NA             NA      1860    StodicDitch    acres=154.67    120    40    154.67
            220            934             154               3             120              38            1976  9.44305E-5    .017950281   .795611294740     1.49925578950     .8057353684200  .0896297705  .0966607757890      APP-30266     1877    StodicDitch    acres=152.35    120    36    152.35
            220            934             155               3             121              36            1960  9.44305E-5    .017950281   .795611294740     .104712188420     .8057353684200  .0896297705  .9724123052600      APP-83900     1877    StodicDitch    acres=152.35    120    36    152.35
            221            748              NA              NA              NA              NA              NA  .043165091    .074507808   .741781357890                 NA     .8872986526300  .1608790526              NA             NA      1860    StodicDitch    acres=22.43    117    39    22.43
            222            707             156               3             114              48            1974  .003763018    .043064429   .842328305260     .175919705260     .9813231473700  .1095026737  .0480965694740      APP-28193     1858    MacDitch    acres=233.02    115    43    233.02
            222            707             157               3             114              48            1974  .003763018    .043064429   .842328305260     .035286797895     .9813231473700  .1095026737  .1061840042100      APP-53349     1858    MacDitch    acres=233.02    115    43    233.02
            223            708              NA              NA              NA              NA              NA  .033062683    .052325119   .832367410530                 NA     .8431445473700  .4348395368              NA             NA      1858    MacDitch    acres=9.93    119    47    9.93
            224            791              NA              NA              NA              NA              NA  5.09349E-5    .005017230   .830963094740                 NA     .9355663263200  .0439424305              NA             NA      1863    MacDitch    acres=42.06    116    41    42.06
            225            709              NA              NA              NA              NA              NA  .112467084    .005190631   .914156736840                 NA     .8635456315800  .6633006105              NA             NA      1858    EastForkCarsonRiver    acres=5.01    118    44    5.01
            226            749              NA              NA              NA              NA              NA  1.59410E-5    .029947391   .999961515790                 NA     .9752340736800  .4987983368              NA             NA      1860    HomeSlough    acres=25.02    116    39    25.02
            227            710             158               3             117              38            1947  .013010013    .027328140   .791767578950     .092111363158     .9422877263200  .0456800726  .1569903052600     APP-84860T     1858    SaintLouisStraightDitch    acres=318.86    113    36    318.86
            227            710             159               3             115              38            1947  .013010013    .027328140   .791767578950     .561894968420     .9422877263200  .0456800726  .2902998842100      APP-12026     1858    SaintLouisStraightDitch    acres=318.86    113    36    318.86
            228            711             160               3             117              38            1947  .011305332    .010825006   .768455926320     .055691085263     .8663674631600  .4003598421  .9175946526300     APP-84860T     1858    IslandDitch    acres=1684.66    104    27    1684.66
            228            711             161               3             115              38            1947  .011305332    .010825006   .768455926320     1.53896852630     .8663674631600  .4003598421  .4768073368400      APP-12026     1858    IslandDitch    acres=1684.66    104    27    1684.66
            228            711             162               3             108              29            1947  .011305332    .010825006   .768455926320     .332474136840     .8663674631600  .4003598421  .3350501473700      APP-11853     1858    IslandDitch    acres=1684.66    104    27    1684.66
            229            683              NA              NA              NA              NA              NA  .005583008    .003660774   .884270010530                 NA     1.008797684200  .9958081579              NA             NA      1857    IslandDitch    acres=1.77    97    19    1.77
            230            734             163               3             108              29            1947  .079494284    .008581771   .866328221050     .137290126320     .7820572210500  .5860848842  .7428262105300      APP-11853     1859    IslandDitch    acres=106.02    86    21    106.02
            231            712              NA              NA              NA              NA              NA  2.85399E-4    .004637177   .789321778950                 NA     .9540420947400  .9998830211              NA             NA      1858    IslandDitch    acres=190.37    93    20    190.37
            232            735              NA              NA              NA              NA              NA  .161806379    .001218975   .789050915790                 NA     .8884820736800  .5265969053              NA             NA      1859    IslandDitch    acres=59.09    87    18    59.09
            233            713              NA              NA              NA              NA              NA  .001151004    .022510195   .857610410530                 NA     .8497707473700  .3524105158              NA             NA      1858    IslandDitch    acres=5.51    89    18    5.51
            234            750              NA              NA              NA              NA              NA  .145700484    .014993388   .761258463160                 NA     .9237729894700  .3021643579              NA             NA      1860    MiddleDitch    acres=123.24    80    28    123.24
            235            812              NA              NA              NA              NA              NA  .046249767    .020425035   .931422589470                 NA     .8460035894700  .5062923368              NA             NA      1864    MiddleDitch    acres=158.83    74    28    158.83
            236            984              NA              NA              NA              NA              NA  .095710253    .011240265   .784899968420                 NA     .9032615894700  .9992425053              NA             NA      1879    MiddleDitch    acres=120.07    68    29    120.07
            237            736             164               3              84              26            1977  .008561839    .017529767   .783545863160     .195370515790     .8771032000000  .4752751263  .6887412210500      APP-31201     1859    WilliamsSlough    acres=142.02    81    23    142.02
            238            751             165               3              84              26            1977  .100079267    .012847784   .818373684210     .157763126320     .8406260000000  .4476056737  .0876935284210      APP-31201     1860    WilliamsSlough    acres=88.96    81    27    88.96
            239            765             166               3              84              26            1977  .003679752    .063103464   .890013884210     .159925378950     .7475298315800  .0587873516  .1706935789500      APP-31201     1861    WilliamsSlough    acres=65.76    74    26    65.76
            240            777             167               3              84              26            1977  .064615184    .008276857   .798091347370     .191793515790     .9238677578900  .4716512000  1.005854600000      APP-31201     1862    WilliamsSlough    acres=96.69    77    23    96.69
            241            792             168               3              84              26            1977  .018547316    .001108803   .881571326320     .046562682105     .8328300000000  .5159315684  .3072426210500      APP-31201     1863    WilliamsSlough    acres=374.6    72    22    374.6
            242           1074             169               3              84              26            1977  .098385336    .003440871   .823118789470     .795045336840     1.038650000000  .8997903790  .8732648315800      APP-31201     1894    WilliamsSlough    acres=22.83    83    19    22.83
            243            766             170               3              84              26            1977  .014023536    .008786503   .879171326320     .512980273680     .9202873789500  .4738165368  .4716113578900      APP-31201     1861    WilliamsSlough    acres=219.26    73    23    219.26
            244            778              NA              NA              NA              NA              NA  1.68325E-4    .006375337   .825583757890                 NA     .9097072000000  .2410938947              NA             NA      1862    WilliamsSlough    acres=73.09    73    19    73.09
            245           1044             171               4              66              17            1958  .028566661    .011135272   .856656000000     .068914652632     .8344379157900  .6938730632  .4184656105300      APP-72482     1888    WilliamsSlough    acres=43.69    68    20    43.69
            245           1044             172               3              70              19            2010  .028566661    .011135272   .856656000000     .073751607368     .8344379157900  .6938730632  .2032816736800      APP-77208     1888    WilliamsSlough    acres=43.69    68    20    43.69
            245           1044             173               3              65              25            1958  .028566661    .011135272   .856656000000     .069431752632     .8344379157900  .6938730632  .3954014315800      APP-53450     1888    WilliamsSlough    acres=43.69    68    20    43.69
            245           1044             174               4              69              16            1958  .028566661    .011135272   .856656000000     .553275642110     .8344379157900  .6938730632  .4069860526300      APP-77210     1888    WilliamsSlough    acres=43.69    68    20    43.69
            246            752              NA              NA              NA              NA              NA  2.64594E-6    .008104943   .776207010530                 NA     .8251741789500  .4553734000              NA             NA      1860    WilliamsSlough    acres=20.0    63    30    20
            247           1150             175               3              65              25            1958  1.16142E-5    .016550256   .722251094740     1.25506936840     .8611442421100  .2160696526  .4691073578900      APP-53450     1908    WilliamsSlough    acres=181.79    62    27    181.79
            248           1016              NA              NA              NA              NA              NA  .021203737    .001152939   .807486494740                 NA     .7556427473700  .9654696421              NA             NA      1882    WilliamsSlough    acres=559.12    55    30    559.12
            249           1045             176               3              45              37            1989  .027713793    .020884417   .810562768420     .126228389470     1.020866736800  .0884214484  .3617051157900      APP-60515     1888    WilliamsSlough    acres=108.3    46    37    108.3
            251           1030             177               4             136              70            1973  .006031520    .030318146   .836329105260     .076723890526     .9152288210500  .8267541368  .9927643263200      APP-69298     1885    EastForkCarsonRiver    acres=25.02    134    68    25.02
            252           1026              NA              NA              NA              NA              NA  .029644559    .015688167   .820969831580                 NA     .7296886947400  1.000000000              NA             NA      1883    EdnaWilslefDitch    acres=28.97    135    64    28.97
            253           1118              NA              NA              NA              NA              NA  2.44579E-4    .025402691   .758107294740                 NA     .8616548000000  .8498059579              NA             NA      1900    EdnaWilslefDitch    acres=13.62    135    57    13.62
            254           1119              NA              NA              NA              NA              NA  5.29558E-4    .026117608   .880489978950                 NA     .8494328315800  .6683143474              NA             NA      1900    EdnaWilslefDitch    acres=28.99    137    55    28.99
            255           1120             178               4             138              56            1967  .164820947    .088001762   .902162526320     .410373168420     .9156600526300  .1041751821  .4887324947400      APP-23614     1900    EdnaWilslefDitch    acres=6.5    138    55    6.5
            256           1121              NA              NA              NA              NA              NA  .161310674    .033724360   .861992052630                 NA     .7884970210500  .6042436842              NA             NA      1900    EdnaWilslefDitch    acres=72.17    138    52    72.17
            257           1122              NA              NA              NA              NA              NA  .033610995    .017943700   .908798789470                 NA     .9676322526300  .6332588105              NA             NA      1900    EdnaWilslefDitch    acres=79.39    140    50    79.39
            258           1123             179               3             142              48            1976  7.07028E-5    .041879161   .863661357890     .107949867370     .8960654526300  .0566803937  .4334681894700      APP-61765     1900    EdnaWilslefDitch    acres=38.07    141    49    38.07
            259           1124              NA              NA              NA              NA              NA  .028567253    .014151694   .963468684210                 NA     .8665837263200  .8793255684              NA             NA      1900    EdnaWilslefDitch    acres=95.36    143    48    95.36
            260           1125              NA              NA              NA              NA              NA  7.29916E-5    .032980931   .834438063160                 NA     1.007793894700  .3171986000              NA             NA      1900    EdnaWilslefDitch    acres=84.88    146    47    84.88
            261            965             180               3             143              39            1976  3.29752E-4    .002695978   .777538010530     .364140968420     .7608449473700  .5372846526  .9498510631600      APP-73809     1878    EdnaWilslefDitch    acres=14.0    141    39    14
            262           1126              NA              NA              NA              NA              NA  .152992084    .004328063   .794529873680                 NA     .9605771578900  .9989980947              NA             NA      1900    EdnaWilslefDitch    acres=72.48    148    47    72.48
            263           1115              NA              NA              NA              NA              NA  .034854805    .099771183   .829229905260                 NA     .9295505789500  .0905906179              NA             NA      1899    EdnaWilslefDitch    acres=148.7    152    46    148.7
            265            966              NA              NA              NA              NA              NA  .099777266    .002794911   .866893368420                 NA     .8842643368400  .2049172632              NA             NA      1878    EdnaWilslefDitch    acres=9.78    140    39    9.78
            266           1127              NA              NA              NA              NA              NA  .002352478    .017890308   .739326936840                 NA     .9114445368400  .7698486316              NA             NA      1900    EdnaWilslefDitch    acres=77.45    147    44    77.45
            267           1027              NA              NA              NA              NA              NA  .049673096    .026975669   .902219115790                 NA     .7801707684200  .9995027263              NA             NA      1883    EastForkCarsonRiver    acres=24.97    134    65    24.97
            268            793              NA              NA              NA              NA              NA  .039750078    .065568119   .906811589470                 NA     .9222485578900  .2105002947              NA             NA      1863    EastForkCarsonRiver    acres=20.03    132    62    20.03
            269            967              NA              NA              NA              NA              NA  .158609937    .038926601   .840211200000                 NA     .8273131578900  .2519007895              NA             NA      1878    EastForkCarsonRiver    acres=13.49    130    61    13.49
            270           1114              NA              NA              NA              NA              NA  .014618542    .017570134   .813235315790                 NA     .9538024631600  .9210277684              NA             NA      1898    EdnaWilslefDitch    acres=8.07    135    61    8.07
            271           1154              NA              NA              NA              NA              NA  .013726628    .036711155   .790222157890                 NA     .9047327684200  .8337571579              NA             NA      1912    EdnaWilslefDitch    acres=10.01    133    61    10.01
            272           1108              NA              NA              NA              NA              NA  .011005774    .039992040   .804083400000                 NA     .8438971052600  .2897607790              NA             NA      1896    EdnaWilslefDitch    acres=8.92    134    61    8.92
            273           1054              NA              NA              NA              NA              NA  .004660654    .019364307   .770188842110                 NA     1.014908421100  .7517949263              NA             NA      1889    EdnaWilslefDitch    acres=20.53    136    48    20.53
            274           1055             181               3             139              48            1926  5.25037E-4    .024178182   .756748484210     .017518852632     .9117052210500  .8387188000  .9586798315800      APP-07862     1889    EdnaWilslefDitch    acres=26.98    138    46    26.98
            275           1075             182               3             139              48            1926  4.08312E-5    .033306996   .812382378950     .363978747370     1.001292463200  .4675910632  .5073296421100      APP-07862     1894    EdnaWilslefDitch    acres=27.09    141    46    27.09
            276           1128             183               3             143              45            1926  .111079841    .060070992   .850160978950     .139830347370     .9104530000000  .2108707579  .4323121473700      APP-35991     1900    EdnaWilslefDitch    acres=34.99    142    44    34.99
            276           1128             184               3             139              48            1926  .111079841    .060070992   .850160978950     .064256982105     .9104530000000  .2108707579  .1114557557900      APP-07862     1900    EdnaWilslefDitch    acres=34.99    142    44    34.99
            277           1103              NA              NA              NA              NA              NA  .004256039    .002600707   .794020126320                 NA     .8457553578900  .5465549053              NA             NA      1895    RockySlough    acres=40.43    135    55    40.43
            278           1138              NA              NA              NA              NA              NA  .005421854    .033907305   .836109084210                 NA     .9026686631600  .6832032000              NA             NA      1902    RockySlough    acres=12.75    134    54    12.75
            279           1136              NA              NA              NA              NA              NA  .008551204    .014165453   .927966200000                 NA     .8652692315800  .7049200947              NA             NA      1901    RockySlough    acres=62.31    136    51    62.31
            280           1139              NA              NA              NA              NA              NA  .066849591    .034772845   .876352305260                 NA     .9373964842100  .9908425368              NA             NA      1902    RockySlough    acres=9.86    135    52    9.86
            281           1155              NA              NA              NA              NA              NA  .158742958    .068083907   .929067400000                 NA     .8051390736800  .4063777579              NA             NA      1912    RockySlough    acres=19.57    137    49    19.57
            282           1140              NA              NA              NA              NA              NA  .008028232    .025697593   .874122652630                 NA     .8110031157900  .9999420947              NA             NA      1902    RockySlough    acres=10.5    133    57    10.5
            283           1056              NA              NA              NA              NA              NA  .010968876    .032054262   .783749515790                 NA     .9931203789500  .5602763579              NA             NA      1889    RockySlough    acres=10.92    132    56    10.92
            284           1104              NA              NA              NA              NA              NA  .008516774    .044298672   .970626810530                 NA     .8507106631600  .3681738000              NA             NA      1895    RockySlough    acres=4.08    132    55    4.08
            285           1129              NA              NA              NA              NA              NA  .034157349    .051339048   .850140273680                 NA     .9114984315800  .6889562737              NA             NA      1900    HeiseCompanyDitch    acres=2.09    133    55    2.09
            286           1137              NA              NA              NA              NA              NA  .055737421    .052588635   .883727178950                 NA     .8274313473700  .2234411895              NA             NA      1901    RockySlough    acres=13.0    131    56    13
            287           1064              NA              NA              NA              NA              NA  .039277145    .098750555   .736148189470                 NA     .9043054210500  .1108118421              NA             NA      1892    RockySlough    acres=47.46    134    52    47.46
            288           1046              NA              NA              NA              NA              NA  .079711236    .046670525   .813385684210                 NA     .8425308526300  .3669539368              NA             NA      1888    RockySlough    acres=6.99    133    56    6.99
