29
basin_gwflow_cfs 1
basin_sroff_cfs 1
basin_ssflow_cfs 1
basin_cfs 1
basin_potet 1
basin_ppt 1
basin_snow 1
swrad 7194
basin_snowdepth 1
basin_ssflow_cfs 1
basin_stflow_out 1
gwres_flow 13288
basin_pweqv 1
tmaxf 12966
tmaxf 10667
tmaxf 1554
pk_depth 10667
pk_depth 1554
pkwater_equiv 10667
pkwater_equiv 1554
hru_ppt 10667
hru_ppt 1554
basin_dunnian 1
hru_ppt 5717
tminf 10667
tminf 1554
subinc_snowcov 1
subinc_snowcov 2
subinc_snowcov 3
7306 2000 10 1 0 0 0 28.508931 0.000001 0.342983 28.851914 0.102051 0.000000 0.000000 423.381226 0.093036 0.342983 0.016517 0.000000 0.053610 62.910122 69.800865 65.188904 0.000000 0.032123 0.000000 0.017395 0.000000 0.000000 0.000000 0.000000 40.279644 38.354233 0.000001 0.006209 0.000014 
7307 2000 10 2 0 0 0 28.381281 0.000000 0.333484 28.714766 0.095805 0.000000 0.000000 388.582214 0.090605 0.333484 0.016439 0.000000 0.052432 57.610016 64.866013 59.918243 0.000000 0.030809 0.000000 0.016847 0.000000 0.000000 0.000000 0.000000 43.409950 40.812901 0.000001 0.006036 0.000013 
7308 2000 10 3 0 0 0 28.254232 0.000000 0.324330 28.578562 0.087483 0.000000 0.000000 409.373871 0.088194 0.324330 0.016361 0.000000 0.051232 59.110527 64.540253 61.271568 0.000000 0.029577 0.000000 0.016318 0.000000 0.000000 0.000000 0.000000 38.084190 37.166229 0.000001 0.005888 0.000012 
7309 2000 10 4 0 0 0 28.127779 0.000000 0.315503 28.443282 0.087707 0.000000 0.000000 413.229401 0.085834 0.315503 0.016283 0.000000 0.050032 61.110527 66.540253 63.271568 0.000000 0.028399 0.000000 0.015795 0.000000 0.000000 0.000000 0.000000 36.084190 35.166229 0.000001 0.005739 0.000012 
7310 2000 10 5 0 0 0 28.001919 0.000000 0.306989 28.308908 0.094532 0.000000 0.000000 416.375946 0.083434 0.306989 0.016206 0.000000 0.048783 62.410629 67.475105 64.542229 0.000000 0.027244 0.000000 0.015265 0.000000 0.000000 0.000000 0.000000 39.823586 40.248890 0.000001 0.005590 0.000012 
7311 2000 10 6 0 0 0 27.876649 0.000000 0.298773 28.175423 0.090366 0.000000 0.000000 402.151917 0.081266 0.298773 0.016130 0.000000 0.047646 60.810425 66.605408 63.000904 0.000000 0.026196 0.000000 0.014775 0.000000 0.000000 0.000000 0.000000 38.888737 38.978226 0.000001 0.005435 0.000011 
7312 2000 10 7 0 0 0 27.751966 0.000000 0.290842 28.042808 0.089581 0.000000 0.000000 398.260284 0.079208 0.290842 0.016054 0.000000 0.046553 60.810425 66.605408 63.000904 0.000000 0.025214 0.000000 0.014307 0.000000 0.000000 0.000000 0.000000 38.953888 38.707558 0.000001 0.005293 0.000011 
7313 2000 10 8 0 0 0 27.627865 0.000000 0.283183 27.911048 0.087388 0.000000 0.000000 388.048889 0.077310 0.283183 0.015979 0.000000 0.045538 60.210220 66.735710 62.459572 0.000000 0.024304 0.000000 0.013866 0.000000 0.000000 0.000000 0.000000 38.019039 37.436893 0.000000 0.005158 0.000010 
7314 2000 10 9 0 0 0 27.504366 1.377898 0.277605 29.159870 0.034907 0.312241 0.000036 143.580856 0.076989 0.277605 0.016693 0.000000 0.045317 48.510323 54.670555 50.730240 0.000000 0.023602 0.000000 0.013532 0.404169 0.231311 0.000000 0.233822 29.540253 26.271570 0.000000 0.005527 0.000010 
7315 2000 10 10 0 0 0 27.381833 1.352581 0.296699 29.031113 0.007994 0.416321 0.345292 118.811317 3.071093 0.296699 0.016620 0.000000 0.371771 27.309914 34.931160 29.647577 4.771534 2.809154 0.520531 0.317262 0.538892 0.308415 0.000000 0.311763 27.214495 25.624897 0.859321 0.846770 0.630739 
