34
basin_gwflow_cfs 1
basin_sroff_cfs 1
basin_dunnian 1
basin_cfs 1
basin_ssflow_cfs 1
basin_ppt 1
basin_snow 1
swrad 12730
basin_pweqv 1
sub_cfs 4
sub_cfs 1
tmaxf 29082
tmaxf 33861
tmaxf 25668
pk_depth 33861
pk_depth 25668
pkwater_equiv 33861
pkwater_equiv 25668
hru_ppt 33861
hru_ppt 25668
pkwater_equiv 43036
pkwater_equiv 26428
pkwater_equiv 18255
pkwater_equiv 49853
hru_ppt 43036
hru_ppt 26428
hru_ppt 18255
hru_ppt 49853
tminf 33861
tminf 25668
hru_ppt 25886
pkwater_equiv 25886
basin_actet 1
basin_soil_moist 1
2192 1986 10 1 0 0 0 31.488104 0.003195 0.000000 34.453912 2.962613 0.000000 0.000000 411.144379 0.274983 0.187203 31.069743 29.186165 33.737411 47.390144 3.230049 0.000000 0.583005 0.000000 0.000000 0.000000 0.388026 0.042441 0.187300 0.000000 0.000000 0.000000 0.000000 0.000000 26.358202 33.875622 0.000000 0.000000 0.012971 1.126480 
2193 1986 10 2 0 0 0 30.902736 0.008901 0.000000 33.736033 2.824396 0.000000 0.000000 444.593506 0.267016 0.183102 30.421686 26.028921 33.562855 56.081657 2.961039 0.000000 0.574627 0.000000 0.000000 0.000000 0.384299 0.040958 0.183837 0.000000 0.000000 0.000000 0.000000 0.000000 25.358202 32.875622 0.000000 0.000000 0.012451 1.123046 
2194 1986 10 3 0 0 0 30.327541 0.094015 0.000000 33.156962 2.735406 0.000000 0.000000 448.660980 0.237486 0.179243 29.905394 37.607544 43.650131 61.735905 2.217366 0.000000 0.461533 0.000000 0.000000 0.000000 0.374485 0.026738 0.108461 0.000000 0.000000 0.000000 0.000000 0.000000 23.358202 30.875622 0.000000 0.000000 0.021997 1.131353 
2195 1986 10 4 0 0 0 29.762552 0.126593 0.000000 32.566298 2.677153 0.000000 0.000000 448.853638 0.189606 0.175836 29.380268 42.923267 48.667587 65.866753 1.120761 0.000000 0.249580 0.000000 0.000000 0.000000 0.265705 0.000000 0.013237 0.000000 0.000000 0.000000 0.000000 0.000000 26.358202 33.875622 0.000000 0.000000 0.029800 1.149872 
2196 1986 10 5 0 0 0 29.207779 0.088853 0.000000 31.912555 2.615923 0.000000 0.000000 448.277802 0.140425 0.172835 28.793421 45.976093 52.615219 72.474205 0.308522 0.000000 0.073315 0.000000 0.000000 0.000000 0.114831 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 30.358202 37.875622 0.000000 0.000000 0.034920 1.164419 
2197 1986 10 6 0 0 0 28.663389 0.053312 0.000000 31.289724 2.573023 0.000000 0.000000 444.323059 0.089142 0.170044 28.235342 54.554714 59.702499 75.128448 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 28.358202 35.875622 0.000000 0.000000 0.038642 1.176463 
2198 1986 10 7 0 0 0 28.129122 0.018380 0.000000 30.629203 2.481701 0.000000 0.000000 440.270538 0.057456 0.166711 27.637240 56.870441 61.719955 76.259300 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 28.358202 35.875622 0.000000 0.000000 0.031523 1.176475 
2199 1986 10 8 0 0 0 27.604751 0.005240 0.000000 29.988598 2.378607 0.000000 0.000000 435.726410 0.040095 0.163193 27.056533 58.186165 62.737408 76.390152 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 29.358202 36.875622 0.000000 0.000000 0.023578 1.170599 
2200 1986 10 9 0 0 0 27.090094 0.002503 0.000000 29.363435 2.270838 0.000000 0.000000 430.707153 0.031665 0.159683 26.489138 58.501888 62.754864 75.520996 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 30.358202 37.875622 0.000000 0.000000 0.015745 1.163963 
2201 1986 10 10 0 0 0 26.585109 0.001820 0.000000 28.764139 2.177210 0.000000 0.000000 411.146759 0.026987 0.156223 25.945995 61.290585 61.964333 64.091187 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 30.358202 37.875622 0.000000 0.000000 0.011512 1.157887 
