28
basin_gwflow_cfs 1
basin_sroff_cfs 1
basin_ssflow_cfs 1
basin_cfs 1
basin_potet 1
basin_ppt 1
basin_snow 1
swrad 7194
basin_snowdepth 1
basin_ssflow_cfs 1
basin_stflow_out 1
gwres_flow 13288
basin_pweqv 1
tmaxf 12966
tmaxf 10667
tmaxf 1554
pk_depth 10667
pk_depth 1554
pkwater_equiv 10667
pkwater_equiv 1554
hru_ppt 10667
hru_ppt 1554
basin_dunnian 1
hru_ppt 5717
tminf 10667
tminf 1554
basin_actet 1
basin_soil_moist 1
1 2069 10 1 0 0 0 1.291037 0.000000 16.406409 17.697446 0.104993 0.000000 0.000000 455.231903 0.000000 16.406409 0.010131 0.000000 0.000000 67.277786 71.021515 69.302956 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 39.163258 38.363503 0.013030 0.210544 
2 2069 10 2 0 0 0 1.465599 0.000000 15.143342 16.608941 0.088033 0.000000 0.000000 432.502686 0.000000 15.143342 0.009508 0.000000 0.000000 61.643574 66.176239 63.732323 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 35.081894 33.979904 0.012291 0.219284 
3 2069 10 3 0 0 0 1.630102 0.000000 14.010253 15.640355 0.096316 0.000000 0.000000 440.924805 0.000000 14.010253 0.008954 0.000000 0.000000 64.180107 67.509636 66.171898 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 39.114712 38.194061 0.017648 0.221228 
4 2069 10 4 0 0 0 1.785182 0.000000 12.990150 14.775332 0.081228 0.000000 0.000000 441.633636 0.000000 12.990150 0.008459 0.000000 0.000000 65.798393 68.845207 67.767395 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 27.724995 26.689495 0.014858 0.224563 
5 2069 10 5 0 0 0 1.931420 0.000000 12.068748 14.000168 0.088538 0.000000 0.000000 442.807037 0.000000 12.068748 0.008015 0.000000 0.000000 68.429886 71.844879 70.428558 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 29.532848 28.642424 0.018098 0.223486 
6 2069 10 6 0 0 0 2.069349 0.000000 11.233963 13.303312 0.087192 0.000000 0.000000 441.524261 0.000000 11.233963 0.007616 0.000000 0.000000 69.569283 72.977707 71.567421 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 27.804493 27.101454 0.016005 0.223403 
7 2069 10 7 0 0 0 2.199462 0.000000 10.475509 12.674970 0.091216 0.000000 0.000000 440.526520 0.000000 10.475509 0.007256 0.000000 0.000000 71.426918 74.743294 73.417641 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 29.012075 28.393661 0.016435 0.221911 
8 2069 10 8 0 0 0 2.322213 0.000000 9.784584 12.106797 0.105507 0.000000 0.000000 435.350342 0.000000 9.784584 0.006931 0.000000 0.000000 70.854485 74.276054 72.853683 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 39.808968 39.299358 0.017352 0.218657 
9 2069 10 9 0 0 0 2.438024 0.000000 9.153621 11.591644 0.104207 0.000000 0.000000 430.323059 0.000000 9.153621 0.006636 0.000000 0.000000 70.633011 74.324135 72.653938 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 39.580830 39.040997 0.015284 0.216632 
10 2069 10 10 0 0 0 2.547284 0.000000 8.576077 11.123361 0.101473 0.000000 0.000000 422.076752 0.000000 8.576077 0.006368 0.000000 0.000000 69.041786 72.785515 71.066956 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 40.197876 39.446476 0.013451 0.215664 
