,wrname,row,col,cell_acres,wr_acres,pct_cell_irr
2808,156,123,58,5.3970594,26.762722,0.7771766
2809,156,123,59,6.9444447,26.762722,1.0
2810,156,123,60,5.7974029,26.762722,0.834826
2811,156,123,61,0.2742389,26.762722,0.0394904
2812,156,124,58,0.8879607,26.762722,0.1278663
2813,156,124,59,1.2958907,26.762722,0.1866083
2814,156,124,60,1.475709,26.762722,0.2125021
2815,156,124,61,0.6549287,26.762722,0.0943097
2816,157,119,63,3.1359222,36.1651382,0.4515728
2817,157,119,64,3.3137228,36.1651382,0.4771761
2818,157,119,65,0.6103638,36.1651382,0.0878924
2819,157,120,63,6.2849832,36.1651382,0.9050376
2820,157,120,64,6.9444447,36.1651382,1.0
2821,157,120,65,1.0703787,36.1651382,0.1541345
2822,157,121,63,5.7991233,36.1651382,0.8350738
2823,157,121,64,6.5298781,36.1651382,0.9403024
2824,157,121,65,2.4763243,36.1651382,0.3565907
2825,158,114,63,1.3693718,78.9522324,0.1971895
2826,158,114,64,1.7009436,78.9522324,0.2449359
2827,158,114,65,1.0181167,78.9522324,0.1466088
2828,158,115,63,5.2307129,78.9522324,0.7532226
2829,158,115,64,6.9444447,78.9522324,1.0
2830,158,115,65,4.5164948,78.9522324,0.6503752
2831,158,116,63,5.4751935,78.9522324,0.7884279
2832,158,116,64,6.9444447,78.9522324,1.0
2833,158,116,65,4.3090644,78.9522324,0.6205053
2834,158,117,63,5.7196817,78.9522324,0.8236341
2835,158,117,64,6.9444447,78.9522324,1.0
2836,158,117,65,4.049943,78.9522324,0.5831918
2837,158,118,63,5.9641962,78.9522324,0.8588443
2838,158,118,64,6.9444447,78.9522324,1.0
2839,158,118,65,3.7883344,78.9522324,0.5455201
2840,158,119,63,3.0507491,78.9522324,0.4393079
2841,158,119,64,3.6307216,78.9522324,0.5228239
2842,158,119,65,1.3509312,78.9522324,0.1945341
2843,159,120,58,1.1259571,41.7115898,0.1621378
2844,159,120,60,0.0004792,41.7115898,6.9e-05
2845,159,121,58,5.1619568,41.7115898,0.7433218
2846,159,121,59,4.5166903,41.7115898,0.6504034
2847,159,121,60,5.263207,41.7115898,0.7579018
2848,159,121,61,4.102356,41.7115898,0.5907393
2849,159,121,62,3.833107,41.7115898,0.5519674
2850,159,121,63,0.2556088,41.7115898,0.0368077
2851,159,122,58,1.822608,41.7115898,0.2624556
2852,159,122,59,0.6849227,41.7115898,0.0986289
2853,159,122,60,3.4797056,41.7115898,0.5010776
2854,159,122,61,5.5127287,41.7115898,0.793833
2855,159,122,62,5.6806879,41.7115898,0.818019
2856,159,122,63,0.2715704,41.7115898,0.0391061
2857,160,119,62,2.3435969,10.1829357,0.337478
2858,160,119,63,0.3611167,10.1829357,0.0520008
2859,160,120,62,4.5953798,10.1829357,0.6617347
2860,160,120,63,0.5508346,10.1829357,0.0793202
2861,160,121,62,2.144758,10.1829357,0.3088452
2862,160,121,63,0.187249,10.1829357,0.0269639
2863,161,119,58,2.8691556,51.1428337,0.4131584
2864,161,119,59,4.2743177,51.1428337,0.6155018
2865,161,119,60,4.0835619,51.1428337,0.5880329
2866,161,119,61,3.892261,51.1428337,0.5604856
2867,161,119,62,1.3573647,51.1428337,0.1954605
2868,161,120,58,3.9655402,51.1428337,0.5710378
2869,161,120,59,6.9444447,51.1428337,1.0
2870,161,120,60,6.9439654,51.1428337,0.999931
2871,161,120,61,6.9444447,51.1428337,1.0
2872,161,120,62,2.3490648,51.1428337,0.3382653
2873,161,121,58,0.0314671,51.1428337,0.0045313
2874,161,121,59,1.7086571,51.1428337,0.2460466
2875,161,121,60,1.6707137,51.1428337,0.2405828
2876,161,121,61,2.8420882,51.1428337,0.4092607
2877,161,121,62,0.9665793,51.1428337,0.1391874
2878,162,121,59,0.1522933,7.6079087,0.0219302
2879,162,122,58,1.9604348,7.6079087,0.2823026
2880,162,122,59,4.4391446,7.6079087,0.6392368
2881,162,122,60,1.0560373,7.6079087,0.1520694
2882,163,117,60,1.5403525,38.1484375,0.2218108
2883,163,117,61,6.4664483,38.1484375,0.9311686
2884,163,117,62,6.2033329,38.1484375,0.8932799
2885,163,117,63,1.0527022,38.1484375,0.1515891
2886,163,118,60,1.7791473,38.1484375,0.2561972
2887,163,118,61,6.942306,38.1484375,0.9996921
2888,163,118,62,6.9444447,38.1484375,1.0
2889,163,118,63,0.9802483,38.1484375,0.1411557
2890,163,119,61,2.6106102,38.1484375,0.3759279
2891,163,119,62,3.2434828,38.1484375,0.4670615
2892,163,119,63,0.3853626,38.1484375,0.0554922
2893,164,114,60,0.395707,40.4391937,0.0569818
2894,164,114,61,2.2993426,40.4391937,0.3311054
2895,164,114,62,2.1003051,40.4391937,0.3024439
2896,164,114,63,0.5316188,40.4391937,0.0765531
2897,164,115,60,1.2569842,40.4391937,0.1810057
2898,164,115,61,6.9444447,40.4391937,1.0
2899,164,115,62,6.9444447,40.4391937,1.0
2900,164,115,63,1.7137316,40.4391937,0.2467774
2901,164,116,60,1.433551,40.4391937,0.2064313
2902,164,116,61,6.9444447,40.4391937,1.0
2903,164,116,62,6.9444447,40.4391937,1.0
2904,164,116,63,1.4692508,40.4391937,0.2115721
2905,164,117,60,0.0697549,40.4391937,0.0100447
2906,164,117,61,0.477996,40.4391937,0.0688314
2907,164,117,62,0.7411115,40.4391937,0.1067201
2908,164,117,63,0.1720604,40.4391937,0.0247767
2909,165,116,59,0.0457571,27.9599648,0.006589
2910,165,117,59,6.3730912,27.9599648,0.9177251
2911,165,117,60,5.189209,27.9599648,0.7472461
2912,165,118,59,6.5654268,27.9599648,0.9454215
2913,165,118,60,5.1577892,27.9599648,0.7427217
2914,165,119,59,2.5741732,27.9599648,0.3706809
2915,165,119,60,2.0541117,27.9599648,0.2957921
2916,166,116,58,0.058416,13.0641966,0.0084119
2917,166,116,59,0.0138099,13.0641966,0.0019886
2918,166,117,58,4.7243857,13.0641966,0.6803116
2919,166,117,59,0.5581591,13.0641966,0.0803749
2920,166,118,58,4.9007726,13.0641966,0.7057112
2921,166,118,59,0.3790178,13.0641966,0.0545786
2922,166,119,58,1.8202643,13.0641966,0.2621181
2923,166,119,59,0.0950602,13.0641966,0.0136887
2924,167,114,58,1.818271,40.9024925,0.261831
2925,167,114,59,2.6960406,40.9024925,0.3882298
2926,167,114,60,2.1023083,40.9024925,0.3027324
2927,167,115,58,4.5116501,40.9024925,0.6496776
2928,167,115,59,6.9444447,40.9024925,1.0
2929,167,115,60,5.6874604,40.9024925,0.8189943
2930,167,116,58,4.4858279,40.9024925,0.6459592
2931,167,116,59,6.8833876,40.9024925,0.9912078
2932,167,116,60,5.5108933,40.9024925,0.7935687
2933,167,117,59,0.0131941,40.9024925,0.0019
2934,167,117,60,0.1451283,40.9024925,0.0208985
2935,168,116,56,0.2494624,4.4688568,0.0359226
2936,168,116,57,0.2219538,4.4688568,0.0319613
2937,168,116,58,0.0223128,4.4688568,0.003213
2938,168,117,56,1.3550874,4.4688568,0.1951326
2939,168,117,57,1.9491444,4.4688568,0.2806768
2940,168,117,58,0.658971,4.4688568,0.0948918
2941,169,114,55,0.3400959,32.5990753,0.0489738
2942,169,114,56,3.2971075,32.5990753,0.4747835
2943,169,114,57,3.0955429,32.5990753,0.4457582
2944,169,114,58,1.0768003,32.5990753,0.1550592
2945,169,115,55,0.3440127,32.5990753,0.0495378
2946,169,115,56,3.462024,32.5990753,0.4985315
2947,169,115,57,6.827713,32.5990753,0.9831907
2948,169,115,58,2.4327946,32.5990753,0.3503224
2949,169,116,56,2.7221127,32.5990753,0.3919842
2950,169,116,57,6.7222033,32.5990753,0.9679973
2951,169,116,58,2.2786515,32.5990753,0.3281258
2952,170,117,56,2.7563579,26.309309,0.3969155
2953,170,117,57,4.9953003,26.309309,0.7193232
2954,170,117,58,1.4979721,26.309309,0.215708
2955,170,118,55,3.3e-06,26.309309,5e-07
2956,170,118,56,4.8537431,26.309309,0.698939
2957,170,118,57,6.8780885,26.309309,0.9904447
2958,170,118,58,2.0025737,26.309309,0.2883706
2959,170,119,56,0.0029951,26.309309,0.0004313
2960,170,119,57,2.3076944,26.309309,0.332308
2961,170,119,58,0.8776146,26.309309,0.1263765
2962,171,118,56,0.1361011,2.5094726,0.0195986
2963,171,118,57,0.0662907,2.5094726,0.0095459
2964,171,119,56,1.4355083,2.5094726,0.2067132
2965,171,119,57,0.7922515,2.5094726,0.1140842
2966,172,118,56,0.4099465,0.4099465,0.0590323
2967,173,118,56,0.2052393,0.2052393,0.0295545
2968,174,118,55,0.0147228,0.2108495,0.0021201
2969,174,118,56,0.1961268,0.2108495,0.0282423
2970,175,118,55,0.1782074,0.2860328,0.0256619
2971,175,118,56,0.1078252,0.2860328,0.0155268
2972,176,129,62,0.440452,40.0370636,0.0634251
2973,176,129,63,5.9988708,40.0370636,0.8638374
2974,176,129,64,6.22121,40.0370636,0.8958542
2975,176,129,65,3.8349183,40.0370636,0.5522282
2976,176,129,66,0.0091448,40.0370636,0.0013169
2977,176,130,63,3.100328,40.0370636,0.4464472
2978,176,130,64,6.9444447,40.0370636,1.0
2979,176,130,65,6.9408665,40.0370636,0.9994848
2980,176,130,66,1.310421,40.0370636,0.1887006
2981,176,131,63,0.6875654,40.0370636,0.0990094
2982,176,131,64,2.7130184,40.0370636,0.3906747
2983,176,131,65,1.8358276,40.0370636,0.2643592
2984,177,130,65,0.0035779,44.8857841,0.0005152
2985,177,130,66,2.3483315,44.8857841,0.3381597
2986,177,130,67,3.85e-05,44.8857841,5.5e-06
2987,177,131,63,0.1109566,44.8857841,0.0159778
2988,177,131,64,3.7770846,44.8857841,0.5439002
2989,177,131,65,5.0901995,44.8857841,0.7329887
2990,177,131,66,6.4876437,44.8857841,0.9342207
2991,177,131,67,3.2836435,44.8857841,0.4728447
2992,177,132,64,1.1859199,44.8857841,0.1707725
2993,177,132,65,6.4077444,44.8857841,0.9227152
2994,177,132,66,1.531231,44.8857841,0.2204973
2995,177,132,67,1.8275956,44.8857841,0.2631738
2996,177,133,64,1.5431079,44.8857841,0.2222075
2997,177,133,65,6.827631,44.8857841,0.9831789
2998,177,133,66,3.020319,44.8857841,0.4349259
2999,177,133,67,1.3754089,44.8857841,0.1980589
3000,177,134,65,0.0631263,44.8857841,0.0090902
3001,178,127,62,0.022528,15.0175524,0.003244
3002,178,127,63,0.2469162,15.0175524,0.0355559
3003,178,127,64,0.1092134,15.0175524,0.0157267
3004,178,128,62,0.1975184,15.0175524,0.0284426
3005,178,128,63,5.3659763,15.0175524,0.7727006
3006,178,128,64,6.8670917,15.0175524,0.9888612
3007,178,128,65,1.0136478,15.0175524,0.1459653
3008,178,129,63,0.2788964,15.0175524,0.0401611
3009,178,129,64,0.7232347,15.0175524,0.1041458
3010,178,129,65,0.1925285,15.0175524,0.0277241
3011,179,124,61,1.5003622,46.8509865,0.2160521
3012,179,124,62,4.2837372,46.8509865,0.6168581
3013,179,125,61,0.8462851,46.8509865,0.1218651
3014,179,125,62,6.9416561,46.8509865,0.9995985
3015,179,125,63,2.0487154,46.8509865,0.295015
3016,179,126,61,1.8612161,46.8509865,0.2680151
3017,179,126,62,6.9444447,46.8509865,1.0
3018,179,126,63,6.1195769,46.8509865,0.8812191
3019,179,126,64,0.3316783,46.8509865,0.0477617
3020,179,127,61,0.5046509,46.8509865,0.0726697
3021,179,127,62,4.9682121,46.8509865,0.7154226
3022,179,127,63,6.6975284,46.8509865,0.9644441
3023,179,127,64,3.8029277,46.8509865,0.5476216
3024,180,131,62,0.5779697,8.9846363,0.0832276
3025,180,131,63,2.4841661,8.9846363,0.3577199
3026,180,131,64,0.051692,8.9846363,0.0074436
3027,180,132,63,0.9899888,8.9846363,0.1425584
3028,180,132,64,3.3322856,8.9846363,0.4798491
3029,180,133,64,1.5463096,8.9846363,0.2226686
3030,181,132,60,0.8021842,14.8239908,0.1155145
3031,181,132,61,0.333917,14.8239908,0.048084
3032,181,132,62,0.1429545,14.8239908,0.0205854
3033,181,133,60,3.8858333,14.8239908,0.55956
3034,181,133,61,5.6790676,14.8239908,0.8177857
3035,181,133,62,3.9800339,14.8239908,0.5731249
3036,182,129,60,0.4796135,30.3825626,0.0690643
3037,182,129,61,2.3256204,30.3825626,0.3348894
3038,182,130,60,0.8091243,30.3825626,0.1165139
3039,182,130,61,5.116569,30.3825626,0.7367859
3040,182,130,62,1.4970481,30.3825626,0.2155749
3041,182,131,60,0.7102807,30.3825626,0.1022804
3042,182,131,61,4.0751491,30.3825626,0.5868214
3043,182,131,62,2.8470666,30.3825626,0.4099776
3044,182,132,60,1.1497631,30.3825626,0.1655659
3045,182,132,61,6.6105275,30.3825626,0.951916
3046,182,132,62,4.7617993,30.3825626,0.6856991
3047,183,129,60,1.8277414,50.9472923,0.2631948
3048,183,130,60,2.290926,50.9472923,0.3298934
3049,183,131,57,0.232915,50.9472923,0.0335398
3050,183,131,58,5.0177879,50.9472923,0.7225615
3051,183,131,59,5.0943012,50.9472923,0.7335794
3052,183,131,60,3.8408246,50.9472923,0.5530788
3053,183,132,57,0.473971,50.9472923,0.0682518
3054,183,132,58,6.9444447,50.9472923,1.0
3055,183,132,59,6.9444447,50.9472923,1.0
3056,183,132,60,4.992497,50.9472923,0.7189196
3057,183,133,57,0.4537261,50.9472923,0.0653366
3058,183,133,58,5.1202812,50.9472923,0.7373205
3059,183,133,59,5.3058743,50.9472923,0.7640459
3060,183,133,60,1.6044235,50.9472923,0.231037
3061,184,130,57,0.1233157,11.903204,0.0177575
3062,184,130,58,3.0506675,11.903204,0.4392961
3063,184,130,59,3.0505099,11.903204,0.4392734
3064,184,130,60,1.1111368,11.903204,0.1600037
3065,184,131,57,0.1090657,11.903204,0.0157055
3066,184,131,58,1.4177018,11.903204,0.2041491
3067,184,131,59,1.6160374,11.903204,0.2327094
3068,184,131,60,0.6216305,11.903204,0.0895148
3069,185,129,57,0.0017886,13.9878454,0.0002576
3070,185,129,58,2.5287013,13.9878454,0.364133
3071,185,129,59,1.7675231,13.9878454,0.2545233
3072,185,129,60,0.3904956,13.9878454,0.0562314
3073,185,130,57,0.0421447,13.9878454,0.0060688
3074,185,130,58,3.8937769,13.9878454,0.5607039
3075,185,130,59,3.8939345,13.9878454,0.5607266
3076,185,130,60,1.4694819,13.9878454,0.2116054
3077,186,129,55,0.9904976,17.9511452,0.1426316
3078,186,129,56,2.1743476,17.9511452,0.3131061
3079,186,129,57,0.8623774,17.9511452,0.1241823
3080,186,130,55,1.0635661,17.9511452,0.1531535
3081,186,130,56,5.5014253,17.9511452,0.7922052
3082,186,130,57,6.0827045,17.9511452,0.8759094
3083,186,131,56,0.0555451,17.9511452,0.0079985
3084,186,131,57,1.220681,17.9511452,0.1757781
3085,187,130,55,1.4648901,15.0815163,0.2109442
3086,187,130,56,1.443019,15.0815163,0.2077947
3087,187,131,55,2.1827574,15.0815163,0.314317
3088,187,131,56,5.7698078,15.0815163,0.8308523
3089,187,131,57,4.2210445,15.0815163,0.6078304
3090,188,128,58,0.4896761,10.0167103,0.0705134
3091,188,128,59,0.2531897,10.0167103,0.0364593
3092,188,129,58,4.3501515,10.0167103,0.6264218
3093,188,129,59,4.7450786,10.0167103,0.6832913
3094,188,129,60,0.1786146,10.0167103,0.0257205
3095,189,126,55,1.2421874,55.0493011,0.178875
3096,189,126,56,3.6072378,55.0493011,0.5194423
3097,189,126,57,0.7730317,55.0493011,0.1113166
3098,189,127,55,2.8183689,55.0493011,0.4058451
3099,189,127,56,6.9444447,55.0493011,1.0
3100,189,127,57,6.8853421,55.0493011,0.9914893
3101,189,127,58,5.3589888,55.0493011,0.7716944
3102,189,127,59,1.4156771,55.0493011,0.2038575
3103,189,128,55,2.5154603,55.0493011,0.3622263
3104,189,128,56,6.063951,55.0493011,0.8732089
3105,189,128,57,6.2510147,55.0493011,0.9001461
3106,189,128,58,6.4409552,55.0493011,0.9274976
3107,189,128,59,4.6036415,55.0493011,0.6629243
3108,190,125,55,0.8382405,10.5794477,0.1207066
3109,190,125,56,0.4580964,10.5794477,0.0659659
3110,190,126,55,0.5965514,10.5794477,0.0859034
3111,190,126,56,3.1143088,10.5794477,0.4484605
3112,190,126,57,3.9152973,10.5794477,0.5638028
3113,190,126,58,0.5251712,10.5794477,0.0756246
3114,190,127,57,0.0591023,10.5794477,0.0085107
3115,190,127,58,0.9347542,10.5794477,0.1346046
3116,191,128,55,0.3280173,14.9577122,0.0472345
3117,191,128,56,0.8804933,14.9577122,0.126791
3118,191,128,57,0.6934295,14.9577122,0.0998539
3119,191,128,58,0.0138132,14.9577122,0.0019891
3120,191,129,55,1.4625733,14.9577122,0.2106106
3121,191,129,56,4.7700968,14.9577122,0.6868939
3122,191,129,57,6.0802784,14.9577122,0.8755601
3123,191,129,58,0.0655918,14.9577122,0.0094452
3124,191,130,57,0.6634199,14.9577122,0.0955325
3125,192,123,50,0.0174505,91.8228455,0.0025129
3126,192,123,51,0.939106,91.8228455,0.1352313
3127,192,123,52,0.8184937,91.8228455,0.1178631
3128,192,123,53,0.3458576,91.8228455,0.0498035
3129,192,124,50,0.2394851,91.8228455,0.0344859
3130,192,124,51,6.9444447,91.8228455,1.0
3131,192,124,52,6.9444447,91.8228455,1.0
3132,192,124,53,4.4054413,91.8228455,0.6343836
3133,192,124,54,0.0011037,91.8228455,0.0001589
3134,192,125,50,0.4559801,91.8228455,0.0656611
3135,192,125,51,6.9444447,91.8228455,1.0
3136,192,125,52,6.9444447,91.8228455,1.0
3137,192,125,53,6.9444447,91.8228455,1.0
3138,192,125,54,4.742898,91.8228455,0.6829773
3139,192,125,55,1.5713226,91.8228455,0.2262705
3140,192,126,50,0.5102459,91.8228455,0.0734754
3141,192,126,51,6.4615555,91.8228455,0.930464
3142,192,126,52,6.9444447,91.8228455,1.0
3143,192,126,53,6.9444447,91.8228455,1.0
3144,192,126,54,6.9433393,91.8228455,0.9998409
3145,192,126,55,4.5642433,91.8228455,0.6572511
3146,192,127,51,0.0938996,91.8228455,0.0135215
3147,192,127,52,1.6386333,91.8228455,0.2359632
3148,192,127,53,4.561151,91.8228455,0.6568058
3149,192,127,54,4.1153617,91.8228455,0.5926121
3150,192,127,55,0.6877326,91.8228455,0.0990335
3151,193,126,54,0.001105,23.5517712,0.0001591
3152,193,127,53,1.9940474,23.5517712,0.2871428
3153,193,127,54,2.829083,23.5517712,0.4073879
3154,193,127,55,3.438343,23.5517712,0.4951214
3155,193,128,53,5.6419621,23.5517712,0.8124425
3156,193,128,54,6.1294522,23.5517712,0.8826411
3157,193,128,55,3.4253285,23.5517712,0.4932473
3158,194,128,50,0.651307,5.6739626,0.0937882
3159,194,128,51,4.6024394,5.6739626,0.6627513
3160,194,128,52,0.4202152,5.6739626,0.060511
3161,195,125,54,0.7162271,2.5091796,0.1031367
3162,195,125,55,1.523567,2.5091796,0.2193936
3163,195,126,55,0.2693859,2.5091796,0.0387916
3164,196,126,50,0.129306,20.5675659,0.0186201
3165,196,126,51,0.4828887,20.5675659,0.069536
3166,196,127,50,0.8462631,20.5675659,0.1218619
3167,196,127,51,6.8505449,20.5675659,0.9864784
3168,196,127,52,5.3058109,20.5675659,0.7640368
3169,196,127,53,0.2967964,20.5675659,0.0427387
3170,196,128,50,0.0726565,20.5675659,0.0104625
3171,196,128,51,0.8897508,20.5675659,0.1281241
3172,196,128,52,5.3572769,20.5675659,0.7714479
3173,196,128,53,0.3362711,20.5675659,0.048423
3174,197,120,48,0.6445126,67.0123672,0.0928098
3175,197,120,49,0.7365771,67.0123672,0.1060671
3176,197,121,48,2.5164952,67.0123672,0.3623753
3177,197,121,49,6.8292542,67.0123672,0.9834126
3178,197,121,50,4.4229221,67.0123672,0.6369008
3179,197,121,51,0.4499784,67.0123672,0.0647969
3180,197,122,48,2.9002006,67.0123672,0.4176289
3181,197,122,49,6.9444447,67.0123672,1.0
3182,197,122,50,6.9444447,67.0123672,1.0
3183,197,122,51,6.2486095,67.0123672,0.8997998
3184,197,122,52,2.3586147,67.0123672,0.3396405
3185,197,123,48,2.4569309,67.0123672,0.353798
3186,197,123,49,5.6966734,67.0123672,0.820321
3187,197,123,50,5.8555384,67.0123672,0.8431975
3188,197,123,51,6.0053382,67.0123672,0.8647687
3189,197,123,52,5.9556732,67.0123672,0.857617
3190,197,123,53,0.0421698,67.0123672,0.0060725
3191,198,123,46,0.5912272,51.8396301,0.0851367
3192,198,123,47,1.5695854,51.8396301,0.2260203
3193,198,123,48,1.4084382,51.8396301,0.2028151
3194,198,123,49,1.247771,51.8396301,0.179679
3195,198,123,50,1.0714557,51.8396301,0.1542896
3196,198,124,46,0.9068193,51.8396301,0.130582
3197,198,124,47,6.6746135,51.8396301,0.9611443
3198,198,124,48,6.9444447,51.8396301,1.0
3199,198,124,49,6.9444447,51.8396301,1.0
3200,198,124,50,6.7049594,51.8396301,0.9655141
3201,198,125,47,2.5130148,51.8396301,0.3618741
3202,198,125,48,5.2689557,51.8396301,0.7587296
3203,198,125,49,4.6874676,51.8396301,0.6749953
3204,198,125,50,5.3064332,51.8396301,0.7641264
3205,199,123,43,0.5219671,60.2242737,0.0751633
3206,199,123,44,0.3814183,60.2242737,0.0549242
3207,199,123,45,1.5620141,60.2242737,0.22493
3208,199,123,46,1.1394736,60.2242737,0.1640842
3209,199,124,43,1.7965043,60.2242737,0.2586966
3210,199,124,44,5.0727143,60.2242737,0.7304708
3211,199,124,45,6.4890327,60.2242737,0.9344207
3212,199,124,46,6.0376253,60.2242737,0.869418
3213,199,124,47,0.269831,60.2242737,0.0388557
3214,199,125,43,1.9235873,60.2242737,0.2769966
3215,199,125,44,4.7807927,60.2242737,0.6884341
3216,199,125,45,1.8621273,60.2242737,0.2681463
3217,199,125,46,2.7426393,60.2242737,0.39494
3218,199,125,47,0.9055712,60.2242737,0.1304023
3219,199,126,43,2.0962653,60.2242737,0.3018622
3220,199,126,44,5.522099,60.2242737,0.7951823
3221,199,126,45,2.2468014,60.2242737,0.3235394
3222,199,126,46,4.4131169,60.2242737,0.6354889
3223,199,126,47,0.9380314,60.2242737,0.1350765
3224,199,127,43,0.6503098,60.2242737,0.0936446
3225,199,127,44,2.1025281,60.2242737,0.3027641
3226,199,127,45,2.1375127,60.2242737,0.3078018
3227,199,127,46,2.1591034,60.2242737,0.3109109
3228,199,127,47,1.9503831,60.2242737,0.2808551
3229,199,127,48,0.4909953,60.2242737,0.0707033
3230,200,126,48,0.1682318,27.2232609,0.0242254
3231,200,126,49,0.1924697,27.2232609,0.0277156
3232,200,126,50,0.0052196,27.2232609,0.0007516
3233,200,127,48,3.0584223,27.2232609,0.4404128
3234,200,127,49,6.9444447,27.2232609,1.0
3235,200,127,50,6.0304365,27.2232609,0.8683829
3236,200,128,48,2.067055,27.2232609,0.2976559
3237,200,128,49,4.4968734,27.2232609,0.6475497
3238,200,128,50,4.0443473,27.2232609,0.582386
3239,201,127,43,1.5731931,42.8476486,0.2265398
3240,201,127,44,4.8416233,42.8476486,0.6971937
3241,201,127,45,4.763792,42.8476486,0.685986
3242,201,127,46,4.6690207,42.8476486,0.672339
3243,201,127,47,4.5742488,42.8476486,0.6586918
3244,201,127,48,2.492018,42.8476486,0.3588506
3245,201,128,43,1.2121316,42.8476486,0.174547
3246,201,128,44,3.7989516,42.8476486,0.547049
3247,201,128,45,4.0107064,42.8476486,0.5775417
3248,201,128,46,4.215301,42.8476486,0.6070033
3249,201,128,47,4.3935943,42.8476486,0.6326776
3250,201,128,48,2.2947514,42.8476486,0.3304442
3251,202,125,44,2.1636517,54.4834709,0.3115658
3252,202,125,45,5.0823174,54.4834709,0.7318537
3253,202,125,46,4.2018051,54.4834709,0.6050599
3254,202,125,47,2.7091451,54.4834709,0.3901169
3255,202,125,48,1.6754886,54.4834709,0.2412704
3256,202,125,49,2.2569768,54.4834709,0.3250047
3257,202,125,50,1.1820312,54.4834709,0.1702125
3258,202,126,44,1.4223453,54.4834709,0.2048177
3259,202,126,45,4.6976433,54.4834709,0.6764606
3260,202,126,46,2.5313277,54.4834709,0.3645112
3261,202,126,47,5.6651235,54.4834709,0.8157778
3262,202,126,48,6.7762127,54.4834709,0.9757746
3263,202,126,49,6.7519746,54.4834709,0.9722843
3264,202,126,50,6.2996731,54.4834709,0.907153
3265,202,127,47,0.230313,54.4834709,0.0331651
3266,202,127,48,0.7696992,54.4834709,0.1108367
3267,202,127,50,0.0677447,54.4834709,0.0097552
3268,203,123,38,0.1093495,215.8357391,0.0157463
3269,203,123,39,3.2618332,215.8357391,0.469704
3270,203,123,40,3.0966086,215.8357391,0.4459116
3271,203,123,41,2.9200451,215.8357391,0.4204865
3272,203,123,42,2.743047,215.8357391,0.3949988
3273,203,123,43,0.078627,215.8357391,0.0113223
3274,203,124,38,0.8048286,215.8357391,0.1158953
3275,203,124,39,6.9444447,215.8357391,1.0
3276,203,124,40,6.9444447,215.8357391,1.0
3277,203,124,41,6.9444447,215.8357391,1.0
3278,203,124,42,6.9444447,215.8357391,1.0
3279,203,124,43,0.6909537,215.8357391,0.0994973
3280,203,125,38,0.6309743,215.8357391,0.0908603
3281,203,125,39,6.9444447,215.8357391,1.0
3282,203,125,40,6.9444447,215.8357391,1.0
3283,203,125,41,6.9444447,215.8357391,1.0
3284,203,125,42,6.9444447,215.8357391,1.0
3285,203,125,43,4.9713836,215.8357391,0.7158793
3286,203,126,38,0.7455004,215.8357391,0.1073521
3287,203,126,39,6.9444447,215.8357391,1.0
3288,203,126,40,6.9444447,215.8357391,1.0
3289,203,126,41,6.9444447,215.8357391,1.0
3290,203,126,42,6.9444447,215.8357391,1.0
3291,203,126,43,4.8328528,215.8357391,0.6959308
3292,203,127,38,0.520493,215.8357391,0.074951
3293,203,127,39,4.5920186,215.8357391,0.6612507
3294,203,127,40,6.9444447,215.8357391,1.0
3295,203,127,41,6.9444447,215.8357391,1.0
3296,203,127,42,6.9444447,215.8357391,1.0
3297,203,127,43,4.7193637,215.8357391,0.6795884
3298,203,128,39,1.0904961,215.8357391,0.1570314
3299,203,128,40,6.9444447,215.8357391,1.0
3300,203,128,41,6.9444447,215.8357391,1.0
3301,203,128,42,5.0354128,215.8357391,0.7250994
3302,203,128,43,2.3941126,215.8357391,0.3447522
3303,203,129,38,0.5980268,215.8357391,0.0861159
3304,203,129,39,4.6630216,215.8357391,0.6714751
3305,203,129,40,6.9444447,215.8357391,1.0
3306,203,129,41,6.9444447,215.8357391,1.0
3307,203,129,42,4.158257,215.8357391,0.598789
3308,203,129,43,1.220669,215.8357391,0.1757763
3309,203,130,38,0.7521027,215.8357391,0.1083028
3310,203,130,39,5.9455009,215.8357391,0.8561521
3311,203,130,40,6.0951405,215.8357391,0.8777002
3312,203,130,41,6.237937,215.8357391,0.8982629
3313,203,130,42,6.3807364,215.8357391,0.918826
3314,203,130,43,3.9956949,215.8357391,0.5753801
3315,204,128,42,1.9090317,10.1346464,0.2749006
3316,204,128,43,2.2164125,10.1346464,0.3191634
3317,204,129,42,2.7861876,10.1346464,0.401211
3318,204,129,43,3.2230151,10.1346464,0.4641142
3319,205,123,43,1.8654372,18.6937141,0.2686229
3320,205,124,43,4.4404373,18.6937141,0.639423
3321,205,125,43,0.0434231,18.6937141,0.0062529
3322,205,127,38,0.4018988,18.6937141,0.0578734
3323,205,127,39,2.3524258,18.6937141,0.3387493
3324,205,128,38,1.0525696,18.6937141,0.15157
3325,205,128,39,5.8539486,18.6937141,0.8429686
3326,205,129,38,0.3825296,18.6937141,0.0550843
3327,205,129,39,2.2814231,18.6937141,0.3285249
3328,206,123,37,2.2646384,6.3817759,0.3261079
3329,206,123,38,2.0888445,6.3817759,0.3007936
3330,206,124,37,1.0050901,6.3817759,0.144733
3331,206,124,38,1.0230706,6.3817759,0.1473222
3332,207,123,36,1.204127,26.7129135,0.1733943
3333,207,123,37,1.1034552,26.7129135,0.1588975
