,wrname,row,col,cell_acres,wr_acres,pct_cell_irr
0,478-481,204,49,3.2703567,221.9360046,0.4709314
1,478-481,205,48,0.7184017,221.9360046,0.1034499
2,478-481,205,49,4.370255,221.9360046,0.6293167
3,478-481,206,48,3.8008597,221.9360046,0.5473238
4,478-481,206,49,1.1400307,221.9360046,0.1641644
5,478-481,207,47,0.8484324,221.9360046,0.1221743
6,478-481,207,48,4.826335,221.9360046,0.6949922
7,478-481,207,49,0.0769365,221.9360046,0.0110789
8,478-481,208,46,0.8747819,221.9360046,0.1259686
9,478-481,208,47,6.2667923,221.9360046,0.9024181
10,478-481,208,48,1.9692948,221.9360046,0.2835785
11,478-481,209,45,1.2701671,221.9360046,0.1829041
12,478-481,209,46,5.683332,221.9360046,0.8183998
13,478-481,209,47,1.7895279,221.9360046,0.257692
14,478-481,210,40,0.0892714,221.9360046,0.0128551
15,478-481,210,41,0.2262727,221.9360046,0.0325833
16,478-481,210,44,1.1807705,221.9360046,0.170031
17,478-481,210,45,5.7520728,221.9360046,0.8282985
18,478-481,210,46,1.4758669,221.9360046,0.2125248
19,478-481,211,40,0.6387561,221.9360046,0.0919809
20,478-481,211,41,6.0253882,221.9360046,0.8676559
21,478-481,211,42,4.4295273,221.9360046,0.637852
22,478-481,211,43,4.7913055,221.9360046,0.689948
23,478-481,211,44,6.0824299,221.9360046,0.8758699
24,478-481,211,45,1.3246332,221.9360046,0.1907472
25,478-481,212,40,1.5872968,221.9360046,0.2285707
26,478-481,212,41,6.9444447,221.9360046,1.0
27,478-481,212,42,6.9444447,221.9360046,1.0
28,478-481,212,43,6.9329271,221.9360046,0.9983415
29,478-481,212,44,2.0292966,221.9360046,0.2922187
30,478-481,213,39,0.0060847,221.9360046,0.0008762
31,478-481,213,40,4.131053,221.9360046,0.5948716
32,478-481,213,41,6.9444447,221.9360046,1.0
33,478-481,213,42,6.9444447,221.9360046,1.0
34,478-481,213,43,4.1531334,221.9360046,0.5980512
35,478-481,214,39,2.8244195,221.9360046,0.4067164
36,478-481,214,40,6.9444447,221.9360046,1.0
37,478-481,214,41,6.9444447,221.9360046,1.0
38,478-481,214,42,6.9444447,221.9360046,1.0
39,478-481,214,43,1.340203,221.9360046,0.1929892
40,478-481,215,39,5.3079515,221.9360046,0.764345
41,478-481,215,40,6.9444447,221.9360046,1.0
42,478-481,215,41,6.9444447,221.9360046,1.0
43,478-481,215,42,6.3962817,221.9360046,0.9210646
44,478-481,215,43,0.0162482,221.9360046,0.0023397
45,478-481,216,38,2.2700722,221.9360046,0.3268904
46,478-481,216,39,6.940671,221.9360046,0.9994566
47,478-481,216,40,6.9444447,221.9360046,1.0
48,478-481,216,41,6.0786309,221.9360046,0.8753229
49,478-481,216,42,2.8489037,221.9360046,0.4102421
50,478-481,216,43,1.8895805,221.9360046,0.2720996
51,478-481,216,44,0.3091458,221.9360046,0.044517
52,478-481,217,38,0.9474822,221.9360046,0.1364374
53,478-481,217,39,5.3585596,221.9360046,0.7716326
54,478-481,217,40,4.176373,221.9360046,0.6013977
55,478-481,217,41,0.4503306,221.9360046,0.0648476
56,478-481,217,43,0.2921907,221.9360046,0.0420755
57,478-481,217,44,1.5974075,221.9360046,0.2300267
58,478-481,217,45,3.4946671,221.9360046,0.5032321
59,478-481,217,46,1.8329365,221.9360046,0.2639429
60,478-481,218,44,0.2817793,221.9360046,0.0405762
61,478-481,218,45,6.5076919,221.9360046,0.9371076
62,478-481,218,46,1.4076499,221.9360046,0.2027016
63,478-481,219,44,0.3174649,221.9360046,0.045715
64,478-481,219,45,1.8433175,221.9360046,0.2654377
65,487,214,29,1.237156,7.0934243,0.1781505
66,487,214,30,1.1758984,7.0934243,0.1693294
67,487,215,29,1.5973142,7.0934243,0.2300133
68,487,215,30,1.0456309,7.0934243,0.1505709
69,487,216,28,0.0668827,7.0934243,0.0096311
70,487,216,29,1.7902806,7.0934243,0.2578004
71,487,217,28,0.0443575,7.0934243,0.0063875
72,487,217,29,0.1358816,7.0934243,0.019567
73,488-490,211,29,0.1960686,22.2856579,0.0282339
74,488-490,211,30,1.2234211,22.2856579,0.1761726
75,488-490,212,29,2.488982,22.2856579,0.3584134
76,488-490,212,30,4.648448,22.2856579,0.6693765
77,488-490,213,29,2.7061157,22.2856579,0.3896807
78,488-490,213,30,5.6557136,22.2856579,0.8144227
79,488-490,214,29,2.0166206,22.2856579,0.2903934
80,488-490,214,30,3.3502622,22.2856579,0.4824378
81,491,215,30,0.1147255,11.5629444,0.0165205
82,491,216,29,2.8695552,11.5629444,0.413216
83,491,216,30,1.772634,11.5629444,0.2552593
84,491,217,28,1.0862669,11.5629444,0.1564224
85,491,217,29,4.8920288,11.5629444,0.7044522
86,491,217,30,0.0864679,11.5629444,0.0124514
87,491,218,28,0.6947333,11.5629444,0.1000416
88,491,218,29,0.0465327,11.5629444,0.0067007
89,492-501,209,34,1.050089,82.5854263,0.1512128
90,492-501,209,35,1.0446908,82.5854263,0.1504355
91,492-501,210,31,5.3e-06,82.5854263,8e-07
92,492-501,210,32,1.3115563,82.5854263,0.1888641
93,492-501,210,33,4.3353963,82.5854263,0.6242971
94,492-501,210,34,5.4382629,82.5854263,0.7831098
95,492-501,210,35,0.4979503,82.5854263,0.0717048
96,492-501,211,30,1.7193177,82.5854263,0.2475818
97,492-501,211,31,5.6010847,82.5854263,0.8065562
98,492-501,211,32,6.9444447,82.5854263,1.0
99,492-501,211,33,6.1396942,82.5854263,0.884116
100,492-501,211,34,2.784694,82.5854263,0.4009959
101,492-501,212,30,2.2959964,82.5854263,0.3306235
102,492-501,212,31,6.9444447,82.5854263,1.0
103,492-501,212,32,6.2277646,82.5854263,0.8967981
104,492-501,212,33,2.2236941,82.5854263,0.3202119
105,492-501,212,34,2.1261466,82.5854263,0.3061651
106,492-501,212,35,0.1932032,82.5854263,0.0278213
107,492-501,213,30,1.2887307,82.5854263,0.1855772
108,492-501,213,31,4.0874481,82.5854263,0.5885925
109,492-501,213,32,2.5451164,82.5854263,0.3664968
110,492-501,213,33,6.067327,82.5854263,0.8736951
111,492-501,213,34,5.2597556,82.5854263,0.7574048
112,492-501,213,35,0.1814482,82.5854263,0.0261285
113,492-501,214,30,1.1272557,82.5854263,0.1623248
114,492-501,214,31,0.0511137,82.5854263,0.0073604
115,492-501,214,32,2.0215163,82.5854263,0.2910984
116,492-501,214,33,2.5153193,82.5854263,0.362206
117,492-501,214,34,0.5338231,82.5854263,0.0768705
118,502-507,207,36,0.5328472,56.8887024,0.07673
119,502-507,207,37,0.3938986,56.8887024,0.0567214
120,502-507,208,36,3.8631856,56.8887024,0.5562987
121,502-507,208,37,2.2417879,56.8887024,0.3228174
122,502-507,209,35,2.793993,56.8887024,0.402335
123,502-507,209,36,4.478435,56.8887024,0.6448947
124,502-507,209,37,2.1961951,56.8887024,0.3162521
125,502-507,210,35,5.5260706,56.8887024,0.7957542
126,502-507,210,36,6.9444447,56.8887024,1.0
127,502-507,210,37,1.0792129,56.8887024,0.1554067
128,502-507,211,33,0.0293358,56.8887024,0.0042244
129,502-507,211,34,2.5049298,56.8887024,0.3607099
130,502-507,211,35,6.9214268,56.8887024,0.9966854
131,502-507,211,36,6.1554952,56.8887024,0.8863913
132,502-507,211,37,0.0553859,56.8887024,0.0079756
133,502-507,212,33,0.5720534,56.8887024,0.0823757
134,502-507,212,34,4.8156295,56.8887024,0.6934506
135,502-507,212,35,5.0186105,56.8887024,0.7226799
136,502-507,212,36,0.7372125,56.8887024,0.1061586
137,502-507,213,34,0.0004132,56.8887024,5.95e-05
138,508,205,36,0.7443272,6.5200787,0.1071831
139,508,205,37,2.1563401,6.5200787,0.310513
140,508,206,36,1.533662,6.5200787,0.2208473
141,508,206,37,1.0019327,6.5200787,0.1442783
142,508,207,36,1.0809041,6.5200787,0.1556502
143,509-510,198,35,4.8858232,69.1635284,0.7035586
144,509-510,198,36,4.917419,69.1635284,0.7081083
145,509-510,199,35,3.715415,69.1635284,0.5350198
146,509-510,199,36,5.4762583,69.1635284,0.7885812
147,509-510,200,35,1.1326792,69.1635284,0.1631058
148,509-510,200,36,4.6145716,69.1635284,0.6644983
149,509-510,201,35,1.7086552,69.1635284,0.2460463
150,509-510,201,36,6.7655339,69.1635284,0.9742369
151,509-510,201,37,3.5935173,69.1635284,0.5174665
152,509-510,202,36,5.5704918,69.1635284,0.8021508
153,509-510,202,37,6.4215045,69.1635284,0.9246966
154,509-510,203,36,2.8677397,69.1635284,0.4129545
155,509-510,203,37,6.7581344,69.1635284,0.9731714
156,509-510,204,36,1.9657438,69.1635284,0.2830671
157,509-510,204,37,6.4689293,69.1635284,0.9315258
158,509-510,204,38,0.0277895,69.1635284,0.0040017
159,509-510,205,36,0.6578603,69.1635284,0.0947319
160,509-510,205,37,1.6150924,69.1635284,0.2325733
161,511,205,37,0.1775794,14.2234001,0.0255714
162,511,205,38,0.297759,14.2234001,0.0428773
163,511,206,36,0.0042012,14.2234001,0.000605
164,511,206,37,3.0619378,14.2234001,0.440919
165,511,206,38,2.9590971,14.2234001,0.42611
166,511,207,36,1.6628622,14.2234001,0.2394522
167,511,207,37,4.9840493,14.2234001,0.7177031
168,511,207,38,1.0730004,14.2234001,0.1545121
169,512,203,39,2.6063359,20.2580872,0.3753124
170,512,203,40,4.4002333,20.2580872,0.6336336
171,512,203,41,2.8964181,20.2580872,0.4170842
172,512,203,42,4.0594234,20.2580872,0.584557
173,512,203,43,0.2304014,20.2580872,0.0331778
174,512,204,39,2.710166,20.2580872,0.3902639
175,512,204,40,2.6261182,20.2580872,0.378161
176,512,204,41,0.3371834,20.2580872,0.0485544
177,512,204,42,0.3845872,20.2580872,0.0553806
178,513-514,177,35,0.0192865,416.7434692,0.0027773
179,513-514,178,35,3.9337144,416.7434692,0.5664549
180,513-514,178,36,0.48085,416.7434692,0.0692424
181,513-514,179,35,5.8091516,416.7434692,0.8365178
182,513-514,179,36,5.6982851,416.7434692,0.8205531
183,513-514,179,37,0.6436957,416.7434692,0.0926922
184,513-514,180,35,6.1835032,416.7434692,0.8904244
185,513-514,180,36,6.9444447,416.7434692,1.0
186,513-514,180,37,5.9295049,416.7434692,0.8538487
187,513-514,180,38,0.8302472,416.7434692,0.1195556
188,513-514,181,35,1.4666452,416.7434692,0.2111969
189,513-514,181,36,1.8349754,416.7434692,0.2642365
190,513-514,181,37,4.7139058,416.7434692,0.6788024
191,513-514,181,38,6.1370173,416.7434692,0.8837305
192,513-514,181,39,1.0405062,416.7434692,0.1498329
193,513-514,182,37,3.8964095,416.7434692,0.561083
194,513-514,182,38,6.9444447,416.7434692,1.0
195,513-514,182,39,6.3208241,416.7434692,0.9101987
196,513-514,182,40,1.2744719,416.7434692,0.183524
197,513-514,183,37,2.3125696,416.7434692,0.33301
198,513-514,183,38,5.1236892,416.7434692,0.7378113
199,513-514,183,39,5.3214188,416.7434692,0.7662843
200,513-514,183,40,5.0893054,416.7434692,0.73286
201,513-514,183,41,0.8124323,416.7434692,0.1169903
202,513-514,185,41,0.2931523,416.7434692,0.0422139
203,513-514,185,42,0.2845675,416.7434692,0.0409777
204,513-514,186,39,0.0399663,416.7434692,0.0057552
205,513-514,186,40,2.5382247,416.7434692,0.3655044
206,513-514,186,41,6.1973886,416.7434692,0.892424
207,513-514,186,42,0.9768866,416.7434692,0.1406717
208,513-514,187,38,0.1708428,416.7434692,0.0246014
209,513-514,187,39,4.3769484,416.7434692,0.6302806
210,513-514,187,40,6.9444447,416.7434692,1.0
211,513-514,187,41,6.9444447,416.7434692,1.0
212,513-514,187,42,0.8191599,416.7434692,0.117959
213,513-514,188,36,1.2718008,416.7434692,0.1831393
214,513-514,188,37,3.8290026,416.7434692,0.5513764
215,513-514,188,38,6.3629789,416.7434692,0.9162689
216,513-514,188,39,6.9444447,416.7434692,1.0
217,513-514,188,40,6.9444447,416.7434692,1.0
218,513-514,188,41,6.9444447,416.7434692,1.0
219,513-514,188,42,0.6492423,416.7434692,0.0934909
220,513-514,189,36,1.6960335,416.7434692,0.2442288
221,513-514,189,37,6.6046953,416.7434692,0.9510761
222,513-514,189,38,6.9444447,416.7434692,1.0
223,513-514,189,39,6.9444447,416.7434692,1.0
224,513-514,189,40,6.9408536,416.7434692,0.9994829
225,513-514,189,41,6.7589645,416.7434692,0.9732909
226,513-514,189,42,0.3295774,416.7434692,0.0474591
227,513-514,190,37,1.5849639,416.7434692,0.2282348
228,513-514,190,38,6.5522623,416.7434692,0.9435258
229,513-514,190,39,6.2896552,416.7434692,0.9057103
230,513-514,190,40,4.8113561,416.7434692,0.6928353
231,513-514,190,41,5.8699541,416.7434692,0.8452734
232,513-514,190,42,0.0298846,416.7434692,0.0043034
233,513-514,191,34,0.0116713,416.7434692,0.0016807
234,513-514,191,35,1.5769597,416.7434692,0.2270822
235,513-514,191,36,2.4275751,416.7434692,0.3495708
236,513-514,191,37,3.2546921,416.7434692,0.4686757
237,513-514,191,38,5.2598047,416.7434692,0.7574119
238,513-514,191,39,5.0481162,416.7434692,0.7269287
239,513-514,191,40,1.0898407,416.7434692,0.156937
240,513-514,191,41,4.0689569,416.7434692,0.5859298
241,513-514,192,34,0.7815778,416.7434692,0.1125472
242,513-514,192,35,6.9444447,416.7434692,1.0
243,513-514,192,36,6.9444447,416.7434692,1.0
244,513-514,192,37,6.9444447,416.7434692,1.0
245,513-514,192,38,6.9444447,416.7434692,1.0
246,513-514,192,39,5.7110372,416.7434692,0.8223894
247,513-514,192,41,0.8572861,416.7434692,0.1234492
248,513-514,193,34,1.4629089,416.7434692,0.2106589
249,513-514,193,35,6.9444447,416.7434692,1.0
250,513-514,193,36,6.9444447,416.7434692,1.0
251,513-514,193,37,6.9444447,416.7434692,1.0
252,513-514,193,38,6.9444447,416.7434692,1.0
253,513-514,193,39,5.9646463,416.7434692,0.8589091
254,513-514,194,34,1.1527025,416.7434692,0.1659891
255,513-514,194,35,6.9444447,416.7434692,1.0
256,513-514,194,36,6.9444447,416.7434692,1.0
257,513-514,194,37,6.9444447,416.7434692,1.0
258,513-514,194,38,6.9444447,416.7434692,1.0
259,513-514,194,39,2.8165531,416.7434692,0.4055836
260,513-514,195,34,0.8893867,416.7434692,0.1280717
261,513-514,195,35,6.9326959,416.7434692,0.9983082
262,513-514,195,36,6.9444447,416.7434692,1.0
263,513-514,195,37,6.9444447,416.7434692,1.0
264,513-514,195,38,6.5338264,416.7434692,0.940871
265,513-514,195,39,0.1574643,416.7434692,0.0226749
266,513-514,196,35,6.3363752,416.7434692,0.912438
267,513-514,196,36,6.9444447,416.7434692,1.0
268,513-514,196,37,6.9444447,416.7434692,1.0
269,513-514,196,38,4.9126792,416.7434692,0.7074258
270,513-514,197,35,6.1663556,416.7434692,0.8879552
271,513-514,197,36,6.9444447,416.7434692,1.0
272,513-514,197,37,6.9444447,416.7434692,1.0
273,513-514,197,38,2.1701803,416.7434692,0.312506
274,513-514,198,35,0.7154596,416.7434692,0.1030262
275,513-514,198,36,1.0190094,416.7434692,0.1467374
276,513-514,198,37,1.3101032,416.7434692,0.1886549
277,513-514,198,38,0.1650869,416.7434692,0.0237725
278,515,187,36,0.3231711,70.0176086,0.0465366
279,515,187,37,0.8324898,70.0176086,0.1198785
280,515,188,34,1.6786627,70.0176086,0.2417274
281,515,188,35,4.5226912,70.0176086,0.6512675
282,515,188,36,5.3817863,70.0176086,0.7749772
283,515,188,37,2.003006,70.0176086,0.2884329
284,515,189,34,4.0982423,70.0176086,0.5901469
285,515,189,35,6.9444447,70.0176086,1.0
286,515,189,36,5.2484112,70.0176086,0.7557712
287,515,189,37,0.3397493,70.0176086,0.0489239
288,515,190,34,2.5391433,70.0176086,0.3656366
289,515,190,35,6.9444447,70.0176086,1.0
290,515,190,36,6.9444447,70.0176086,1.0
291,515,190,37,5.3594804,70.0176086,0.7717652
292,515,190,38,0.3921823,70.0176086,0.0564742
293,515,191,34,1.1702342,70.0176086,0.1685137
294,515,191,35,5.3606744,70.0176086,0.7719371
295,515,191,36,4.5053878,70.0176086,0.6487758
296,515,191,37,3.6896889,70.0176086,0.5313152
297,515,191,38,1.6846397,70.0176086,0.2425881
298,516-517,183,37,0.5409199,181.6575775,0.0778925
299,516-517,183,38,1.7109746,181.6575775,0.2463803
300,516-517,183,39,1.5272745,181.6575775,0.2199275
301,516-517,183,40,1.3435744,181.6575775,0.1934747
302,516-517,183,41,0.7139949,181.6575775,0.1028153
303,516-517,184,36,0.1992354,181.6575775,0.0286899
304,516-517,184,37,2.8506291,181.6575775,0.4104906
305,516-517,184,38,6.9444447,181.6575775,1.0
306,516-517,184,39,6.9444447,181.6575775,1.0
307,516-517,184,40,6.9444447,181.6575775,1.0
308,516-517,184,41,6.6201291,181.6575775,0.9532986
309,516-517,184,42,0.7452775,181.6575775,0.10732
310,516-517,185,33,0.0484372,181.6575775,0.006975
311,516-517,185,34,1.7944195,181.6575775,0.2583964
312,516-517,185,35,4.2423744,181.6575775,0.6109019
313,516-517,185,36,6.4873152,181.6575775,0.9341734
314,516-517,185,37,6.9444447,181.6575775,1.0
315,516-517,185,38,6.9444447,181.6575775,1.0
316,516-517,185,39,6.9444447,181.6575775,1.0
317,516-517,185,40,6.9444447,181.6575775,1.0
318,516-517,185,41,6.6474938,181.6575775,0.9572391
319,516-517,185,42,0.8349307,181.6575775,0.12023
320,516-517,186,33,4.6636167,181.6575775,0.6715608
321,516-517,186,34,6.9444447,181.6575775,1.0
322,516-517,186,35,6.9444447,181.6575775,1.0
323,516-517,186,36,6.9444447,181.6575775,1.0
324,516-517,186,37,6.9444447,181.6575775,1.0
325,516-517,186,38,6.9444447,181.6575775,1.0
326,516-517,186,39,6.9031038,181.6575775,0.9940469
327,516-517,186,40,4.3768692,181.6575775,0.6302692
328,516-517,186,41,0.732512,181.6575775,0.1054817
329,516-517,187,33,1.5015433,181.6575775,0.2162222
330,516-517,187,34,6.8271108,181.6575775,0.9831039
331,516-517,187,35,6.9444447,181.6575775,1.0
332,516-517,187,36,6.6208029,181.6575775,0.9533956
333,516-517,187,37,6.111834,181.6575775,0.8801041
334,516-517,187,38,6.7736015,181.6575775,0.9753986
335,516-517,187,39,2.5669181,181.6575775,0.3696362
336,516-517,188,34,3.3044097,181.6575775,0.475835
337,516-517,188,35,2.4195056,181.6575775,0.3484088
338,516-517,188,36,0.2900838,181.6575775,0.0417721
339,516-517,188,37,1.1124359,181.6575775,0.1601908
340,516-517,188,38,0.5814657,181.6575775,0.0837311
341,517A,183,37,1.1219232,2.9686291,0.1615569
342,517A,184,37,1.8285987,2.9686291,0.2633182
343,518-519,176,33,1.6045951,293.5333557,0.2310617
344,518-519,176,34,0.2429713,293.5333557,0.0349879
345,518-519,177,32,0.5430613,293.5333557,0.0782008
346,518-519,177,33,5.1188569,293.5333557,0.7371154
347,518-519,177,34,5.1826138,293.5333557,0.7462964
348,518-519,177,35,0.3199971,293.5333557,0.0460796
349,518-519,178,31,0.7626164,293.5333557,0.1098168
350,518-519,178,32,6.021492,293.5333557,0.8670949
351,518-519,178,33,6.9444447,293.5333557,1.0
352,518-519,178,34,6.9444447,293.5333557,1.0
353,518-519,178,35,1.3741848,293.5333557,0.1978826
354,518-519,179,30,2.4626133,293.5333557,0.3546163
355,518-519,179,31,6.263999,293.5333557,0.9020159
356,518-519,179,32,6.9444447,293.5333557,1.0
357,518-519,179,33,6.9444447,293.5333557,1.0
358,518-519,179,34,6.9444447,293.5333557,1.0
359,518-519,179,35,0.9609319,293.5333557,0.1383742
360,518-519,180,29,0.4274056,293.5333557,0.0615464
361,518-519,180,30,6.7889419,293.5333557,0.9776076
362,518-519,180,31,6.9444447,293.5333557,1.0
363,518-519,180,32,6.9444447,293.5333557,1.0
364,518-519,180,33,6.9444447,293.5333557,1.0
365,518-519,180,34,6.9444447,293.5333557,1.0
366,518-519,180,35,0.6884524,293.5333557,0.0991371
367,518-519,181,30,4.3035145,293.5333557,0.6197061
368,518-519,181,31,6.9444447,293.5333557,1.0
369,518-519,181,32,6.9444447,293.5333557,1.0
370,518-519,181,33,6.9444447,293.5333557,1.0
371,518-519,181,34,6.9444447,293.5333557,1.0
372,518-519,181,35,5.4755192,293.5333557,0.7884747
373,518-519,181,36,5.1094689,293.5333557,0.7357635
374,518-519,181,37,2.2275195,293.5333557,0.3207628
375,518-519,182,30,2.5598431,293.5333557,0.3686174
376,518-519,182,31,6.9444447,293.5333557,1.0
377,518-519,182,32,6.9444447,293.5333557,1.0
378,518-519,182,33,6.9444447,293.5333557,1.0
379,518-519,182,34,6.9444447,293.5333557,1.0
380,518-519,182,35,6.9444447,293.5333557,1.0
381,518-519,182,36,6.9444447,293.5333557,1.0
382,518-519,182,37,3.0332608,293.5333557,0.4367896
383,518-519,183,30,0.0405146,293.5333557,0.0058341
384,518-519,183,31,6.0106702,293.5333557,0.8655365
385,518-519,183,32,6.9444447,293.5333557,1.0
386,518-519,183,33,6.9444447,293.5333557,1.0
387,518-519,183,34,6.9444447,293.5333557,1.0
388,518-519,183,35,6.9444447,293.5333557,1.0
389,518-519,183,36,6.9444447,293.5333557,1.0
390,518-519,183,37,2.9178007,293.5333557,0.4201633
391,518-519,184,31,1.5252633,293.5333557,0.2196379
392,518-519,184,32,6.5586085,293.5333557,0.9444396
393,518-519,184,33,6.9444447,293.5333557,1.0
394,518-519,184,34,6.9444447,293.5333557,1.0
395,518-519,184,35,6.9444447,293.5333557,1.0
396,518-519,184,36,6.7131877,293.5333557,0.966699
397,518-519,184,37,2.1882539,293.5333557,0.3151086
398,518-519,185,32,2.6492126,293.5333557,0.3814866
399,518-519,185,33,6.8960071,293.5333557,0.993025
400,518-519,185,34,5.1478739,293.5333557,0.7412938
401,518-519,185,35,2.6453676,293.5333557,0.3809329
402,518-519,185,36,0.3994566,293.5333557,0.0575218
403,518-519,186,32,0.0264398,293.5333557,0.0038073
404,518-519,186,33,0.7872785,293.5333557,0.1133681
405,520-522,195,40,0.2772225,98.1196518,0.03992
406,520-522,195,41,0.918734,98.1196518,0.1322977
407,520-522,196,40,4.1165457,98.1196518,0.5927826
408,520-522,196,41,5.1758852,98.1196518,0.7453275
409,520-522,197,40,5.3221426,98.1196518,0.7663885
410,520-522,197,41,4.7371454,98.1196518,0.6821489
411,520-522,198,39,0.432464,98.1196518,0.0622748
412,520-522,198,40,5.8289933,98.1196518,0.839375
413,520-522,198,41,4.3747015,98.1196518,0.629957
414,520-522,199,38,0.0239227,98.1196518,0.0034449
415,520-522,199,39,5.187151,98.1196518,0.7469497
416,520-522,199,40,6.9444447,98.1196518,1.0
417,520-522,199,41,4.1884499,98.1196518,0.6031368
418,520-522,200,38,0.28692,98.1196518,0.0413165
419,520-522,200,39,6.3888388,98.1196518,0.9199928
420,520-522,200,40,6.9444447,98.1196518,1.0
421,520-522,200,41,4.0011148,98.1196518,0.5761606
422,520-522,201,39,6.004631,98.1196518,0.8646669
423,520-522,201,40,6.9166889,98.1196518,0.9960032
424,520-522,201,41,2.6227274,98.1196518,0.3776727
425,520-522,202,39,6.125257,98.1196518,0.882037
426,520-522,202,40,6.8632078,98.1196518,0.9883019
427,520-522,202,41,2.8471038,98.1196518,0.4099829
428,520-522,203,39,0.0608448,98.1196518,0.0087617
429,520-522,203,40,0.5150645,98.1196518,0.0741693
430,520-522,203,41,0.2368343,98.1196518,0.0341041
431,523-527,195,44,0.0709181,56.093132,0.0102122
432,523-527,195,45,0.1669216,56.093132,0.0240367
433,523-527,196,44,0.4647708,56.093132,0.066927
434,523-527,196,45,4.4979386,56.093132,0.6477032
435,523-527,197,44,0.4146265,56.093132,0.0597062
436,523-527,197,45,4.0240836,56.093132,0.579468
437,523-527,198,44,0.7333497,56.093132,0.1056024
438,523-527,198,45,1.2493713,56.093132,0.1799095
439,523-527,199,43,1.2354454,56.093132,0.1779041
440,523-527,199,44,3.3743057,56.093132,0.4859
441,523-527,200,43,4.9309278,56.093132,0.7100536
442,523-527,200,44,5.6022124,56.093132,0.8067186
443,523-527,201,42,1.7524807,56.093132,0.2523572
444,523-527,201,43,6.5352259,56.093132,0.9410725
445,523-527,201,44,4.9127407,56.093132,0.7074347
446,523-527,202,41,0.6700529,56.093132,0.0964876
447,523-527,202,42,5.7476373,56.093132,0.8276598
448,523-527,202,43,6.6354384,56.093132,0.9555031
449,523-527,202,44,1.5891993,56.093132,0.2288447
450,523-527,203,41,0.1495742,56.093132,0.0215387
451,523-527,203,42,0.7762687,56.093132,0.1117827
452,523-527,203,43,0.5493584,56.093132,0.0791076
453,528,198,41,1.7426465,36.7577286,0.2509411
454,528,198,42,4.764699,36.7577286,0.6861166
455,528,198,43,1.3441396,36.7577286,0.1935561
456,528,199,41,2.5998149,36.7577286,0.3743733
457,528,199,42,6.7286949,36.7577286,0.9689321
458,528,199,43,0.3529205,36.7577286,0.0508205
459,528,200,41,2.7173903,36.7577286,0.3913042
460,528,200,42,5.8866968,36.7577286,0.8476843
461,528,200,43,0.5379842,36.7577286,0.0774697
462,528,201,41,1.6498423,36.7577286,0.2375773
463,528,201,42,5.1794381,36.7577286,0.7458391
464,528,201,43,0.4075861,36.7577286,0.0586924
465,528,202,41,1.7638232,36.7577286,0.2539905
466,528,202,42,0.6825128,36.7577286,0.0982818
467,529-531,184,42,1.1319518,135.5940857,0.1630011
468,529-531,185,42,5.6620054,135.5940857,0.8153288
469,529-531,185,43,2.4469945,135.5940857,0.3523672
470,529-531,186,42,5.9173822,135.5940857,0.8521031
471,529-531,186,43,6.9029021,135.5940857,0.9940179
472,529-531,186,44,3.0259228,135.5940857,0.4357329
473,529-531,187,42,6.0173221,135.5940857,0.8664944
474,529-531,187,43,6.9444447,135.5940857,1.0
475,529-531,187,44,5.6570029,135.5940857,0.8146084
476,529-531,188,42,6.2590332,135.5940857,0.9013008
477,529-531,188,43,6.9444447,135.5940857,1.0
478,529-531,188,44,2.9862769,135.5940857,0.4300239
479,529-531,189,42,6.5701861,135.5940857,0.9461068
480,529-531,189,43,6.2327366,135.5940857,0.897514
481,529-531,189,44,0.4870794,135.5940857,0.0701394
482,529-531,190,41,0.0137399,135.5940857,0.0019786
483,529-531,190,42,6.8675981,135.5940857,0.9889341
484,529-531,190,43,1.4903719,135.5940857,0.2146136
485,529-531,191,41,0.3219227,135.5940857,0.0463569
486,529-531,191,42,5.6744666,135.5940857,0.8171232
487,529-531,191,43,0.0787227,135.5940857,0.0113361
488,529-531,192,41,2.1961837,135.5940857,0.3162504
489,529-531,192,42,6.4185991,135.5940857,0.9242783
490,529-531,192,43,0.1593578,135.5940857,0.0229475
491,529-531,193,41,3.7535572,135.5940857,0.5405123
492,529-531,193,42,3.1267405,135.5940857,0.4502506
493,529-531,194,41,4.2798233,135.5940857,0.6162946
494,529-531,194,42,0.8611913,135.5940857,0.1240115
495,529-531,195,40,0.1327371,135.5940857,0.0191141
496,529-531,195,41,4.3213944,135.5940857,0.6222808
497,529-531,195,42,0.9666399,135.5940857,0.1391962
498,529-531,195,43,0.2380183,135.5940857,0.0342746
499,529-531,196,41,1.6796263,135.5940857,0.2418662
500,529-531,196,42,6.9444447,135.5940857,1.0
501,529-531,196,43,1.5617284,135.5940857,0.2248889
502,529-531,197,41,1.9863559,135.5940857,0.2860352
503,529-531,197,42,6.5773177,135.5940857,0.9471338
504,529-531,197,43,0.0562049,135.5940857,0.0080935
505,529-531,198,41,0.5504399,135.5940857,0.0792633
506,529-531,198,42,1.7605077,135.5940857,0.2535131
507,532-533,189,43,0.2482773,72.2728958,0.0357519
508,532-533,190,43,3.5196247,72.2728958,0.506826
509,532-533,191,42,1.2669299,72.2728958,0.1824379
510,532-533,191,43,4.8391743,72.2728958,0.6968411
511,532-533,192,42,0.5258452,72.2728958,0.0757217
512,532-533,192,43,5.1259723,72.2728958,0.73814
513,532-533,193,42,3.8153512,72.2728958,0.5494106
