28
basin_gwflow_cfs 1
basin_sroff_cfs 1
basin_ssflow_cfs 1
basin_cfs 1
basin_potet 1
basin_ppt 1
basin_snow 1
swrad 7194
basin_snowdepth 1
basin_ssflow_cfs 1
basin_stflow_out 1
gwres_flow 13288
basin_pweqv 1
tmaxf 12966
tmaxf 10667
tmaxf 1554
pk_depth 10667
pk_depth 1554
pkwater_equiv 10667
pkwater_equiv 1554
hru_ppt 10667
hru_ppt 1554
basin_dunnian 1
hru_ppt 5717
tminf 10667
tminf 1554
basin_actet 1
basin_soil_moist 1
1 2069 10 1 0 0 0 2.679081 0.000000 16.406410 19.085490 0.193360 0.000000 0.000000 446.754761 0.000000 16.406410 0.010926 0.000000 0.000000 65.956177 71.198898 68.102150 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 37.370323 34.678574 0.022236 0.201708 
2 2069 10 2 0 0 0 3.004544 0.000000 15.143343 18.147887 0.163256 0.000000 0.000000 417.127197 0.000000 15.143343 0.010389 0.000000 0.000000 60.570263 66.956955 62.808430 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 33.285221 29.197145 0.019029 0.204013 
3 2069 10 3 0 0 0 3.305450 0.000000 14.010253 17.315703 0.167420 0.000000 0.000000 410.159943 0.000000 14.010253 0.009913 0.000000 0.000000 59.628899 65.890671 61.856998 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 36.519932 33.386921 0.022108 0.201785 
4 2069 10 4 0 0 0 3.583576 0.000000 12.990150 16.573726 0.141035 0.000000 0.000000 418.348969 0.000000 12.990150 0.009488 0.000000 0.000000 61.342743 66.723526 63.499840 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 26.403822 22.714695 0.017583 0.202634 
5 2069 10 5 0 0 0 3.840554 0.000000 12.068748 15.909302 0.155414 0.000000 0.000000 426.486938 0.000000 12.068748 0.009108 0.000000 0.000000 64.973297 70.492149 67.141518 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 27.296484 24.109070 0.019159 0.200768 
6 2069 10 6 0 0 0 4.077880 0.000000 11.233963 15.311843 0.152247 0.000000 0.000000 426.300293 0.000000 11.233963 0.008766 0.000000 0.000000 66.269318 71.722427 68.432243 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 25.152958 22.158974 0.018119 0.198836 
7 2069 10 7 0 0 0 4.296929 0.000000 10.475509 14.772437 0.159156 0.000000 0.000000 425.839752 0.000000 10.475509 0.008457 0.000000 0.000000 67.928947 73.290009 70.084450 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 26.264675 23.385540 0.017395 0.196663 
8 2069 10 8 0 0 0 4.498969 0.000000 9.784585 14.283553 0.189434 0.000000 0.000000 420.636536 0.000000 9.784585 0.008177 0.000000 0.000000 67.784866 73.408913 69.961571 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 37.649593 34.353374 0.019192 0.191918 
9 2069 10 9 0 0 0 4.685170 0.000000 9.153621 13.838790 0.187455 0.000000 0.000000 415.946869 0.000000 9.153621 0.007922 0.000000 0.000000 67.867599 73.741478 70.064438 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 37.206276 34.061172 0.016578 0.188945 
10 2069 10 10 0 0 0 4.856612 0.000000 8.576077 13.432689 0.180067 0.000000 0.000000 404.558411 0.000000 8.576077 0.007690 0.000000 0.000000 65.342125 71.485565 67.560684 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 37.960995 34.265827 0.015202 0.186549 
11 2069 10 11 0 0 0 5.014296 0.000000 8.046277 13.060574 0.152837 0.000000 0.000000 399.563812 0.000000 8.046277 0.007477 0.000000 0.000000 62.797329 67.481216 64.898262 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 32.954868 30.384012 0.012311 0.186224 
12 2069 10 12 0 0 0 5.159149 0.000000 7.559275 12.718424 0.133564 0.000000 0.000000 380.849976 0.000000 7.559275 0.007281 0.000000 0.000000 60.014271 65.631744 62.190445 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 28.655975 25.976316 0.010686 0.186790 
13 2069 10 13 0 0 0 5.292028 0.000000 7.110745 12.402773 0.178507 0.000000 0.000000 401.091675 0.000000 7.110745 0.007100 0.000000 0.000000 67.837143 73.178490 69.991066 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 36.899975 34.220314 0.014817 0.182831 
14 2069 10 14 0 0 0 5.413732 0.000000 6.696888 12.110619 0.187528 0.000000 0.000000 403.181824 0.000000 6.696888 0.006933 0.000000 0.000000 70.672119 76.112083 72.833984 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 37.378448 36.222057 0.013656 0.179525 
15 2069 10 15 0 0 0 5.525001 0.000000 6.314359 11.839360 0.196292 0.000000 0.000000 401.168091 0.000000 6.314359 0.006778 0.000000 0.000000 71.667503 77.166634 73.834137 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 40.167328 39.295036 0.013106 0.176298 
