29
basin_gwflow_cfs 1
basin_sroff_cfs 1
basin_ssflow_cfs 1
basin_cfs 1
basin_potet 1
basin_ppt 1
basin_snow 1
swrad 7194
basin_snowdepth 1
basin_ssflow_cfs 1
basin_stflow_out 1
gwres_flow 13288
basin_pweqv 1
tmaxf 12966
tmaxf 10667
tmaxf 1554
pk_depth 10667
pk_depth 1554
pkwater_equiv 10667
pkwater_equiv 1554
hru_ppt 10667
hru_ppt 1554
basin_dunnian 1
hru_ppt 5717
tminf 10667
tminf 1554
subinc_snowcov 1
subinc_snowcov 2
subinc_snowcov 3
7306 2000 10 1 0 0 0 24.645243 0.000001 0.346519 24.991764 0.102051 0.000000 0.000000 423.381226 0.009824 0.346519 0.014307 0.000000 0.005935 62.910122 69.800865 65.188904 0.000001 0.000000 0.000001 0.000000 0.000000 0.000000 0.000000 0.000000 40.279644 38.354233 0.000035 0.000018 0.002653 
7307 2000 10 2 0 0 0 24.411738 0.000001 0.336840 24.748579 0.095805 0.000000 0.000000 388.582214 0.009640 0.336840 0.014168 0.000000 0.005819 57.610016 64.866013 59.918243 0.000001 0.000000 0.000001 0.000000 0.000000 0.000000 0.000000 0.000000 43.409950 40.812901 0.000034 0.000017 0.002596 
7308 2000 10 3 0 0 0 24.179732 0.000001 0.327516 24.507249 0.087483 0.000000 0.000000 409.373871 0.009458 0.327516 0.014030 0.000000 0.005706 59.110527 64.540253 61.271568 0.000001 0.000000 0.000001 0.000000 0.000000 0.000000 0.000000 0.000000 38.084190 37.166229 0.000032 0.000017 0.002546 
7309 2000 10 4 0 0 0 23.949226 0.000001 0.318530 24.267757 0.087707 0.000000 0.000000 413.229401 0.009273 0.318530 0.013893 0.000000 0.005591 61.110527 66.540253 63.271568 0.000001 0.000000 0.000001 0.000000 0.000000 0.000000 0.000000 0.000000 36.084190 35.166229 0.000031 0.000016 0.002499 
7310 2000 10 5 0 0 0 23.720222 0.000001 0.309867 24.030090 0.094532 0.000000 0.000000 416.375946 0.009078 0.309867 0.013757 0.000000 0.005471 62.410629 67.475105 64.542229 0.000001 0.000000 0.000001 0.000000 0.000000 0.000000 0.000000 0.000000 39.823586 40.248890 0.000030 0.000015 0.002451 
7311 2000 10 6 0 0 0 23.492720 0.000001 0.301510 23.794231 0.090366 0.000000 0.000000 402.151917 0.008899 0.301510 0.013622 0.000000 0.005361 60.810425 66.605408 63.000904 0.000001 0.000000 0.000001 0.000000 0.000000 0.000000 0.000000 0.000000 38.888737 38.978226 0.000029 0.000015 0.002400 
7312 2000 10 7 0 0 0 23.266720 0.000001 0.293447 23.560168 0.089581 0.000000 0.000000 398.260284 0.008726 0.293447 0.013488 0.000000 0.005255 60.810425 66.605408 63.000904 0.000001 0.000000 0.000001 0.000000 0.000000 0.000000 0.000000 0.000000 38.953888 38.707558 0.000027 0.000014 0.002354 
7313 2000 10 8 0 0 0 23.042223 0.000001 0.285664 23.327887 0.087388 0.000000 0.000000 388.048889 0.008563 0.285664 0.013355 0.000000 0.005155 60.210220 66.735710 62.459572 0.000001 0.000000 0.000001 0.000000 0.000000 0.000000 0.000000 0.000000 38.019039 37.436893 0.000026 0.000014 0.002309 
7314 2000 10 9 0 0 0 22.819283 1.377896 0.280789 24.477968 0.034907 0.312241 0.000000 143.580856 0.008503 0.280789 0.014013 0.000000 0.005116 48.510323 54.670555 50.730240 0.000001 0.000000 0.000001 0.000000 0.404169 0.231311 0.000000 0.233822 29.540253 26.271570 0.000025 0.000013 0.002265 
7315 2000 10 10 0 0 0 22.598703 1.499466 0.300746 24.398915 0.007994 0.416321 0.318816 118.811317 2.799599 0.300746 0.013968 0.000000 0.309562 27.309914 34.931160 29.647577 4.771536 2.784193 0.520532 0.303730 0.538892 0.308415 0.000000 0.311763 27.214495 25.624897 0.788550 0.805970 0.570903 
7316 2000 10 11 0 0 0 22.379832 0.298320 0.292309 22.970461 0.006569 0.104080 0.099167 117.622978 3.337426 0.292309 0.013150 0.000000 0.392779 27.810423 33.605404 30.000904 5.566669 3.228108 0.649487 0.376741 0.134723 0.077104 -0.000000 0.077941 25.279646 23.354231 0.979287 0.912438 0.748503 
7317 2000 10 12 0 0 0 22.162390 0.000000 0.280507 22.442897 0.013050 0.000000 0.000000 116.437569 3.037913 0.280507 0.012848 0.000000 0.388879 29.709709 38.061466 32.106247 5.077467 2.948963 0.644312 0.374313 0.000000 0.000000 0.000000 0.000000 23.344797 21.083567 0.926332 0.867966 0.733343 
7318 2000 10 13 0 0 0 21.946413 0.070564 0.273630 22.290608 0.035781 0.000000 0.000000 115.255516 2.592266 0.273630 0.012761 0.000000 0.360785 41.910118 48.800858 44.188908 4.364516 2.617691 0.601250 0.360705 0.000000 0.000000 0.000000 0.000000 27.084190 26.166227 0.792185 0.801149 0.620695 
7319 2000 10 14 0 0 0 21.731960 0.097431 0.268628 22.098019 0.048218 0.000000 0.000000 191.481293 1.908884 0.268628 0.012651 0.000000 0.288423 45.210220 51.735706 47.459572 2.958937 2.034120 0.441644 0.303686 0.000000 0.000000 0.000000 0.000000 33.084190 32.166225 0.776672 0.771719 0.562670 
7320 2000 10 15 0 0 0 21.519106 0.129574 0.268709 21.917389 0.050132 0.000000 0.000000 202.383652 1.158112 0.268709 0.012547 0.000000 0.190030 47.309914 54.931160 49.647575 1.399835 1.176401 0.225907 0.189896 0.000000 0.000000 0.000000 0.000000 30.149342 28.895563 0.669748 0.620131 0.501681 
