29
basin_gwflow_cfs 1
basin_sroff_cfs 1
basin_ssflow_cfs 1
basin_cfs 1
basin_potet 1
basin_ppt 1
basin_snow 1
swrad 7194
basin_snowdepth 1
basin_ssflow_cfs 1
basin_stflow_out 1
gwres_flow 13288
basin_pweqv 1
tmaxf 12966
tmaxf 10667
tmaxf 1554
pk_depth 10667
pk_depth 1554
pkwater_equiv 10667
pkwater_equiv 1554
hru_ppt 10667
hru_ppt 1554
basin_dunnian 1
hru_ppt 5717
tminf 10667
tminf 1554
subinc_snowcov 1
subinc_snowcov 2
subinc_snowcov 3
1 1980 10 1 0 0 0 1.291037 0.000000 16.406409 17.697446 0.120317 0.000000 0.000000 461.229492 0.000000 16.406409 0.010131 0.000000 0.000000 72.852760 77.427803 74.944923 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 42.023537 43.325325 0.000000 0.000000 0.000000 
2 1980 10 2 0 0 0 1.465599 0.000000 15.143342 16.608941 0.129350 0.000000 0.000000 459.069122 0.000000 15.143342 0.009508 0.000000 0.000000 73.416954 77.305313 75.453773 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 48.044113 52.280941 0.000000 0.000000 0.000000 
3 1980 10 3 0 0 0 1.630102 0.000000 14.010253 15.640355 0.116435 0.000000 0.000000 448.843079 0.000000 14.010253 0.008954 0.000000 0.000000 71.474655 76.436867 73.598022 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 42.064583 43.154808 0.000000 0.000000 0.000000 
4 1980 10 4 0 0 0 1.785182 0.000000 12.990150 14.775332 0.107369 0.000000 0.000000 434.564575 0.000000 12.990150 0.008459 0.000000 0.000000 68.164543 73.528526 70.320282 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 40.235203 41.167591 0.000000 0.000000 0.000000 
5 1980 10 5 0 0 0 1.931420 0.000000 12.068748 14.000168 0.108835 0.000000 0.000000 434.475922 0.000000 12.068748 0.008015 0.000000 0.000000 68.161835 72.470238 70.232506 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 42.578827 45.348133 0.000000 0.000000 0.000000 
6 1980 10 6 0 0 0 2.069349 0.000000 11.233963 13.303312 0.105474 0.000000 0.000000 436.586395 0.000000 11.233963 0.007616 0.000000 0.000000 69.602028 73.216454 71.616776 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 40.054733 41.917336 0.000000 0.000000 0.000000 
7 1980 10 7 0 0 0 2.199462 0.000000 10.475509 12.674970 0.104554 0.000000 0.000000 428.359436 0.000000 10.475509 0.007256 0.000000 0.000000 69.037834 73.338936 71.107918 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 40.185688 41.373299 0.000000 0.000000 0.000000 
8 1980 10 8 0 0 0 2.322213 0.443146 9.784584 12.549944 0.098679 0.104080 0.000000 412.504272 0.000000 9.784584 0.007185 0.000000 0.000000 65.977455 71.666512 68.159393 0.000000 0.000000 0.000000 0.000000 0.134723 0.077104 0.000000 0.077941 39.151585 40.463448 0.000000 0.000000 0.000000 
9 1980 10 9 0 0 0 2.438024 0.000000 9.153621 11.591644 0.091690 0.000000 0.000000 402.649017 0.000000 9.153621 0.006636 0.000000 0.000000 64.032448 69.739769 66.215858 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 37.322205 38.476234 0.000000 0.000000 0.000000 
10 1980 10 10 0 0 0 2.547284 0.000000 8.576077 11.123361 0.091891 0.000000 0.000000 405.575562 0.000000 8.576077 0.006368 0.000000 0.000000 64.325836 68.605026 66.394157 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 39.151585 40.463448 0.000000 0.000000 0.000000 
