obsnme,head,date,time
ob_234_84,5104.1452,2002-12-10,00:00:00
ob_234_85,5104.2552,2003-03-19,00:00:00
ob_234_86,5099.9552,2003-09-30,00:00:00
ob_234_87,5102.4952,2003-12-30,00:00:00
ob_234_88,5101.0552,2004-03-30,00:00:00
ob_234_89,5101.0752,2004-03-30,00:00:00
ob_234_90,5097.9352,2004-07-07,00:00:00
ob_234_91,5096.6152,2004-09-21,00:00:00
ob_234_92,5100.7752,2004-12-15,00:00:00
ob_234_93,5101.1252,2005-03-04,00:00:00
ob_234_94,5099.7852,2005-04-11,00:00:00
ob_234_95,5097.7552,2005-05-03,00:00:00
ob_234_96,5099.1452,2005-06-07,00:00:00
ob_234_97,5098.0452,2005-07-06,00:00:00
ob_234_98,5095.4752,2005-08-01,00:00:00
ob_234_99,5095.2452,2005-09-02,00:00:00
ob_234_100,5097.6652,2005-10-05,00:00:00
ob_234_101,5098.6352,2005-11-07,00:00:00
ob_234_102,5099.3052,2005-12-12,00:00:00
ob_234_103,5099.5752,2006-01-12,00:00:00
ob_234_104,5099.7052,2006-02-27,00:00:00
ob_234_105,5099.9352,2006-04-11,00:00:00
ob_234_106,5099.1052,2006-05-08,00:00:00
ob_234_107,5095.5452,2006-06-12,00:00:00
ob_234_108,5096.2252,2006-07-05,00:00:00
ob_234_109,5095.4952,2006-08-01,00:00:00
ob_234_110,5095.1452,2006-08-30,00:00:00
ob_234_111,5097.9552,2006-10-31,00:00:00
ob_234_112,5099.4152,2006-12-18,00:00:00
ob_234_113,5099.8352,2007-01-10,00:00:00
ob_234_114,5100.1452,2007-02-06,00:00:00
ob_234_115,5099.6952,2007-03-19,00:00:00
ob_234_116,5099.3652,2007-04-16,00:00:00
ob_234_117,5098.4052,2007-05-07,00:00:00
ob_234_118,5095.6252,2007-06-06,00:00:00
ob_234_119,5094.5252,2007-07-10,00:00:00
ob_234_120,5093.9952,2007-08-07,00:00:00
ob_234_121,5098.3252,2007-12-27,00:00:00
ob_234_122,5098.7852,2008-03-13,00:00:00
ob_234_123,5094.1252,2008-06-25,00:00:00
ob_234_124,5094.0352,2008-09-25,00:00:00
ob_234_125,5095.7252,2008-12-22,00:00:00
ob_234_126,5097.1252,2009-03-18,00:00:00
ob_234_127,5093.8052,2009-06-24,00:00:00
ob_234_128,5092.2752,2009-09-23,00:00:00
ob_234_129,5095.2252,2010-01-14,00:00:00
ob_234_130,5095.4952,2010-03-18,00:00:00
ob_234_131,5091.7552,2010-07-01,00:00:00
ob_234_132,5091.0052,2010-09-30,00:00:00
ob_234_133,5095.1752,2011-01-04,00:00:00
ob_234_134,5093.5852,2011-05-02,00:00:00
ob_234_135,5092.2452,2011-06-15,00:00:00
ob_234_136,5091.4252,2011-09-29,00:00:00
ob_234_137,5093.5752,2011-11-30,00:00:00
ob_234_138,5092.2852,2012-03-12,00:00:00
ob_234_139,5090.3452,2012-06-25,00:00:00
ob_234_140,5089.9652,2012-10-10,00:00:00
ob_234_141,5092.1652,2012-12-10,00:00:00
ob_234_142,5092.8852,2013-03-05,00:00:00
ob_234_143,5089.9352,2013-05-30,00:00:00
ob_234_144,5088.8952,2013-07-01,00:00:00
ob_234_145,5089.0052,2013-09-05,00:00:00
ob_234_146,5091.2452,2013-12-16,00:00:00
ob_234_147,5091.9052,2014-02-24,00:00:00
ob_234_148,5088.8352,2014-06-10,00:00:00
ob_234_149,5087.9952,2014-09-23,00:00:00
ob_234_150,5088.3652,2014-12-22,00:00:00
ob_234_151,5090.3852,2015-03-16,00:00:00
ob_234_152,5088.2052,2015-06-08,00:00:00
ob_234_153,5086.8852,2015-09-21,00:00:00
ob_237_1,4787.0523,1981-03-17,00:00:00
ob_237_2,4787.1323,1981-04-22,00:00:00
ob_237_3,4789.7423,1981-05-21,00:00:00
ob_237_4,4789.0423,1981-06-18,00:00:00
ob_237_5,4787.3423,1981-07-22,00:00:00
ob_237_6,4786.7523,1981-08-17,00:00:00
ob_237_7,4786.0323,1981-09-18,00:00:00
ob_237_8,4785.5123,1981-10-19,00:00:00
ob_237_9,4785.1223,1981-11-19,00:00:00
ob_237_10,4784.4723,1981-12-16,00:00:00
ob_237_11,4783.7023,1982-01-24,00:00:00
ob_237_12,4783.2723,1982-02-18,00:00:00
ob_237_13,4782.5423,1982-03-19,00:00:00
ob_237_14,4782.9523,1982-04-20,00:00:00
ob_237_15,4789.8223,1982-07-20,00:00:00
ob_237_16,4790.5823,1982-08-17,00:00:00
ob_237_17,4790.1723,1982-09-22,00:00:00
ob_237_18,4789.5723,1982-10-20,00:00:00
ob_237_19,4787.3623,1983-02-24,00:00:00
ob_237_20,4790.0423,1983-10-11,00:00:00
ob_237_21,4788.4723,1985-08-22,00:00:00
ob_237_22,4786.7823,1985-12-10,00:00:00
ob_237_23,4785.8023,1986-03-11,00:00:00
ob_237_24,4790.9823,1986-06-04,00:00:00
ob_237_25,4789.9623,1986-08-19,00:00:00
ob_237_26,4788.2423,1986-12-02,00:00:00
ob_237_27,4785.5223,1987-03-09,00:00:00
ob_237_28,4790.8023,1987-06-15,00:00:00
ob_237_29,4787.2723,1987-08-17,00:00:00
ob_237_30,4784.1223,1987-12-08,00:00:00
ob_237_31,4782.2223,1988-03-08,00:00:00
ob_237_32,4788.1823,1988-06-06,00:00:00
ob_237_33,4786.9123,1988-07-12,00:00:00
ob_237_34,4783.2523,1990-03-20,00:00:00
ob_237_35,4790.2123,1990-06-27,00:00:00
ob_237_36,4790.3823,1990-06-27,00:00:00
ob_237_37,4789.7523,1990-07-03,00:00:00
ob_237_38,4789.4523,1990-07-11,00:00:00
ob_237_39,4789.3223,1990-07-17,00:00:00
ob_237_40,4789.3123,1990-07-24,00:00:00
ob_237_41,4788.8123,1990-07-31,00:00:00
ob_237_42,4788.4423,1990-08-07,00:00:00
ob_237_43,4788.0923,1990-08-14,00:00:00
ob_237_44,4787.9323,1990-08-21,00:00:00
ob_237_45,4787.6623,1990-08-28,00:00:00
ob_237_46,4787.2923,1990-09-04,00:00:00
ob_237_47,4787.0223,1990-09-11,00:00:00
ob_237_48,4784.0523,1990-10-09,00:00:00
ob_237_49,4785.0323,1990-10-16,00:00:00
ob_237_50,4785.1223,1990-10-23,00:00:00
ob_237_51,4785.1323,1990-10-30,00:00:00
ob_237_52,4784.9823,1990-11-06,00:00:00
ob_237_53,4784.9723,1990-11-13,00:00:00
ob_237_54,4784.7923,1990-11-20,00:00:00
ob_237_55,4784.6123,1990-11-27,00:00:00
ob_237_56,4784.4623,1990-12-04,00:00:00
ob_237_57,4784.3623,1990-12-11,00:00:00
ob_237_58,4784.2523,1990-12-18,00:00:00
ob_237_59,4784.1123,1991-01-02,00:00:00
ob_237_60,4784.1023,1991-01-08,00:00:00
ob_237_61,4783.9623,1991-01-15,00:00:00
ob_237_62,4784.0223,1991-01-22,00:00:00
ob_237_63,4783.6523,1991-02-05,00:00:00
ob_237_64,4783.2523,1991-02-19,00:00:00
ob_237_65,4782.8223,1991-03-06,00:00:00
ob_237_66,4782.4023,1991-03-21,00:00:00
ob_238_1,4788.9823,1991-07-09,00:00:00
ob_238_2,4788.6923,1991-07-16,00:00:00
ob_238_3,4788.5323,1991-07-23,00:00:00
ob_238_4,4788.3323,1991-07-30,00:00:00
ob_238_5,4786.7023,1991-08-06,00:00:00
ob_238_6,4787.7723,1991-08-13,00:00:00
ob_238_7,4787.6123,1991-08-20,00:00:00
ob_238_8,4786.1223,1991-08-27,00:00:00
ob_238_9,4787.1323,1991-09-03,00:00:00
ob_238_10,4786.8823,1991-09-10,00:00:00
ob_238_11,4786.7223,1991-09-17,00:00:00
ob_238_12,4786.4623,1991-09-24,00:00:00
ob_238_13,4786.2523,1991-10-01,00:00:00
ob_238_14,4786.0423,1991-10-08,00:00:00
ob_238_15,4785.9123,1991-10-15,00:00:00
ob_238_16,4785.7323,1991-10-22,00:00:00
ob_238_17,4785.6323,1991-10-29,00:00:00
ob_238_18,4785.3923,1991-11-12,00:00:00
ob_238_19,4785.1823,1991-11-26,00:00:00
ob_238_20,4784.9223,1991-12-10,00:00:00
ob_238_21,4784.6123,1991-12-23,00:00:00
ob_238_22,4784.2223,1992-01-07,00:00:00
ob_238_23,4783.8423,1992-01-21,00:00:00
ob_238_24,4783.4623,1992-02-04,00:00:00
ob_238_25,4783.1023,1992-02-18,00:00:00
ob_238_26,4782.5823,1992-03-10,00:00:00
ob_238_27,4782.1623,1992-03-31,00:00:00
ob_238_28,4787.3223,1992-06-11,00:00:00
ob_238_29,4784.3323,1992-09-15,00:00:00
ob_238_30,4781.6623,1993-01-04,00:00:00
ob_238_31,4780.9323,1993-03-25,00:00:00
ob_238_32,4786.6423,1993-06-15,00:00:00
ob_238_33,4790.1223,1993-09-14,00:00:00
ob_238_34,4787.6023,1993-12-28,00:00:00
ob_238_35,4784.9123,1994-03-24,00:00:00
ob_238_36,4789.8323,1994-06-09,00:00:00
ob_238_37,4786.2623,1994-09-08,00:00:00
ob_238_38,4783.8323,1994-12-14,00:00:00
ob_238_39,4789.0123,1995-09-20,00:00:00
ob_238_40,4787.2223,1995-12-05,00:00:00
ob_238_41,4784.9123,1996-03-07,00:00:00
ob_238_42,4786.6023,1996-06-12,00:00:00
ob_238_43,4788.9023,1996-09-10,00:00:00
ob_238_44,4786.8623,1996-12-11,00:00:00
ob_238_45,4784.7323,1997-03-27,00:00:00
ob_238_46,4787.8123,1997-06-24,00:00:00
ob_238_47,4787.4823,1997-09-18,00:00:00
ob_238_48,4781.5723,1998-04-30,00:00:00
ob_238_49,4781.6223,2000-10-16,00:00:00
ob_238_50,4780.4223,2000-12-07,00:00:00
ob_238_51,4779.3023,2001-01-30,00:00:00
ob_238_52,4778.3323,2001-03-15,00:00:00
ob_238_53,4777.8323,2001-04-24,00:00:00
ob_238_54,4778.3423,2001-10-19,00:00:00
ob_238_55,4774.3423,2004-12-15,00:00:00
ob_238_56,4776.1323,2005-01-28,00:00:00
ob_238_57,4773.0123,2005-02-02,00:00:00
ob_238_58,4772.1323,2005-03-07,00:00:00
ob_238_59,4771.3023,2005-04-11,00:00:00
ob_238_60,4771.4223,2005-05-03,00:00:00
ob_238_61,4773.3923,2005-06-07,00:00:00
ob_238_62,4773.6423,2005-07-06,00:00:00
ob_238_63,4777.6723,2005-08-01,00:00:00
ob_238_64,4778.1023,2005-09-02,00:00:00
ob_238_65,4777.2723,2005-10-05,00:00:00
ob_238_66,4776.6923,2005-11-07,00:00:00
ob_238_67,4775.8523,2005-12-12,00:00:00
ob_238_68,4774.9023,2006-01-12,00:00:00
ob_238_69,4774.3023,2006-02-27,00:00:00
ob_238_70,4772.6523,2006-04-11,00:00:00
ob_238_71,4771.9723,2006-05-08,00:00:00
ob_238_72,4774.2123,2006-06-12,00:00:00
ob_238_73,4774.5323,2006-07-05,00:00:00
ob_238_74,4774.7023,2006-08-01,00:00:00
ob_238_75,4777.0823,2006-08-30,00:00:00
ob_238_76,4777.9523,2006-10-31,00:00:00
ob_238_77,4777.4923,2006-12-18,00:00:00
ob_238_78,4776.1823,2007-01-10,00:00:00
ob_238_79,4775.1423,2007-02-06,00:00:00
ob_238_80,4775.5423,2007-03-19,00:00:00
ob_238_81,4775.1823,2007-04-16,00:00:00
ob_238_82,4774.5423,2007-06-06,00:00:00
ob_238_83,4773.7723,2007-08-07,00:00:00
ob_238_84,4775.9123,2007-12-27,00:00:00
ob_238_85,4771.5723,2008-03-13,00:00:00
ob_238_86,4775.8823,2008-09-26,00:00:00
ob_238_87,4773.3723,2008-12-23,00:00:00
ob_238_88,4770.8023,2009-03-18,00:00:00
ob_238_89,4774.5123,2009-06-24,00:00:00
ob_238_90,4774.8423,2009-09-23,00:00:00
ob_238_91,4771.2723,2010-01-14,00:00:00
ob_238_92,4773.2923,2010-03-19,00:00:00
ob_238_93,4772.0523,2010-07-02,00:00:00
ob_238_94,4775.4223,2010-09-30,00:00:00
ob_238_95,4771.3423,2011-01-19,00:00:00
ob_238_96,4774.8823,2011-05-03,00:00:00
ob_238_97,4771.7423,2011-06-15,00:00:00
ob_238_98,4776.6123,2011-09-29,00:00:00
ob_238_99,4776.2323,2011-11-30,00:00:00
ob_238_100,4776.6123,2012-03-12,00:00:00
ob_238_101,4777.6823,2012-06-26,00:00:00
ob_238_102,4774.8123,2012-10-16,00:00:00
ob_238_103,4773.4623,2012-12-10,00:00:00
ob_238_104,4770.7723,2013-03-05,00:00:00
ob_238_105,4772.5323,2013-05-30,00:00:00
ob_238_106,4775.2223,2013-07-01,00:00:00
ob_238_107,4774.2523,2013-09-05,00:00:00
ob_238_108,4772.2123,2013-12-16,00:00:00
ob_238_109,4771.9023,2014-02-24,00:00:00
ob_238_110,4772.2023,2014-06-10,00:00:00
ob_238_111,4772.1223,2014-09-24,00:00:00
ob_238_112,4766.7323,2015-06-09,00:00:00
ob_238_113,4766.9223,2015-09-21,00:00:00
ob_241_1,4710.42246,2010-07-29,00:00:00
ob_241_2,4710.412460000001,2010-08-04,00:00:00
ob_241_3,4710.39246,2010-08-10,00:00:00
ob_241_4,4710.26246,2010-08-16,00:00:00
ob_241_5,4710.11246,2010-08-19,00:00:00
ob_241_6,4710.122460000001,2010-08-24,00:00:00
ob_241_7,4710.21246,2010-08-31,00:00:00
ob_241_8,4710.06246,2010-09-07,00:00:00
ob_241_9,4710.06246,2010-09-30,00:00:00
ob_241_10,4710.61246,2010-10-20,00:00:00
ob_242_1,4710.53246,2010-07-29,00:00:00
ob_242_2,4710.45246,2010-08-04,00:00:00
ob_242_3,4710.52246,2010-08-10,00:00:00
ob_242_4,4710.45246,2010-08-12,00:00:00
ob_242_5,4710.45246,2010-08-16,00:00:00
ob_242_6,4710.372460000001,2010-08-19,00:00:00
ob_242_7,4710.372460000001,2010-08-24,00:00:00
ob_242_8,4710.47246,2010-08-31,00:00:00
ob_242_9,4710.35246,2010-09-07,00:00:00
ob_242_10,4710.38246,2010-09-30,00:00:00
ob_242_11,4710.7924600000015,2010-10-20,00:00:00
ob_243_1,4710.57246,2010-07-29,00:00:00
ob_243_2,4710.55246,2010-08-10,00:00:00
ob_243_3,4710.50246,2010-08-12,00:00:00
ob_243_4,4710.49246,2010-08-16,00:00:00
ob_243_5,4710.43246,2010-08-19,00:00:00
ob_243_6,4710.43246,2010-08-24,00:00:00
ob_243_7,4710.5424600000015,2010-08-31,00:00:00
ob_243_8,4710.42246,2010-09-07,00:00:00
ob_243_9,4710.47246,2010-09-30,00:00:00
ob_243_10,4710.872460000001,2010-10-20,00:00:00
ob_244_1,4710.44246,2010-07-29,00:00:00
ob_244_2,4710.36246,2010-08-04,00:00:00
ob_244_3,4710.42246,2010-08-10,00:00:00
ob_244_4,4710.35246,2010-08-12,00:00:00
ob_244_5,4710.35246,2010-08-16,00:00:00
ob_244_6,4710.2924600000015,2010-08-19,00:00:00
ob_244_7,4710.2924600000015,2010-08-24,00:00:00
ob_244_8,4710.39246,2010-08-31,00:00:00
ob_244_9,4710.21246,2010-09-07,00:00:00
ob_244_10,4710.30246,2010-09-30,00:00:00
ob_244_11,4710.65246,2010-10-21,00:00:00
ob_245_1,4715.77979,1997-03-10,00:00:00
ob_245_2,4717.27979,1998-05-07,00:00:00
ob_246_1,5106.96918,1981-03-18,00:00:00
ob_246_2,5107.15918,1981-04-22,00:00:00
ob_246_3,5107.15918,1981-05-22,00:00:00
ob_246_4,5107.00918,1981-10-19,00:00:00
ob_246_5,5107.04918,1981-11-19,00:00:00
ob_246_6,5107.059179999998,1981-12-16,00:00:00
ob_246_7,5107.099179999998,1982-01-22,00:00:00
ob_246_8,5107.08918,1982-02-18,00:00:00
ob_246_9,5107.16918,1982-03-18,00:00:00
ob_246_10,5107.00918,1982-06-21,00:00:00
ob_246_11,5106.86918,1982-09-22,00:00:00
ob_246_12,5106.99918,1983-05-19,00:00:00
ob_246_13,5107.0691799999995,1983-08-16,00:00:00
ob_246_14,5106.74918,1988-11-09,00:00:00
ob_246_15,5105.019179999998,1990-11-02,00:00:00
ob_246_16,5104.769179999998,1991-03-06,00:00:00
ob_246_17,5104.42918,1991-06-11,00:00:00
ob_246_18,5104.1491799999985,1991-08-06,00:00:00
ob_246_19,5103.75918,1991-12-04,00:00:00
ob_246_20,5103.599179999998,1992-03-11,00:00:00
ob_246_21,5103.12918,1992-06-09,00:00:00
ob_246_22,5102.61918,1992-09-14,00:00:00
ob_246_23,5103.00918,1992-12-28,00:00:00
ob_246_24,5102.3191799999995,1993-03-25,00:00:00
ob_246_25,5102.0691799999995,1993-06-14,00:00:00
ob_246_26,5102.48918,1993-09-13,00:00:00
ob_246_27,5101.3991799999985,1993-12-21,00:00:00
ob_246_28,5101.269179999998,1994-03-23,00:00:00
ob_246_29,5100.88918,1994-06-08,00:00:00
ob_246_30,5099.88918,1994-09-07,00:00:00
ob_246_31,5100.11918,1994-12-13,00:00:00
ob_246_32,5100.19918,1995-03-15,00:00:00
ob_246_33,5100.2791799999995,1995-06-06,00:00:00
ob_246_34,5099.269179999998,1995-09-19,00:00:00
ob_246_35,5100.229179999998,1995-12-05,00:00:00
ob_246_36,5100.3591799999995,1996-03-07,00:00:00
ob_246_37,5099.74918,1996-06-12,00:00:00
ob_246_38,5098.0691799999995,1996-09-10,00:00:00
ob_246_39,5099.75918,1996-12-10,00:00:00
ob_246_40,5100.28918,1997-03-27,00:00:00
ob_246_41,5100.49918,1997-06-25,00:00:00
ob_246_42,5099.46918,1997-09-17,00:00:00
ob_246_43,5100.6891799999985,1998-04-02,00:00:00
ob_246_44,5100.86918,1998-04-29,00:00:00
ob_246_45,5101.2791799999995,1999-03-11,00:00:00
ob_246_46,5100.5691799999995,2000-03-13,00:00:00
ob_246_47,5100.32918,2001-03-13,00:00:00
ob_246_48,5098.70918,2002-03-12,00:00:00
ob_246_49,5096.1891799999985,2003-03-19,00:00:00
ob_246_50,5095.5291799999995,2004-03-30,00:00:00
ob_246_51,5094.15918,2004-12-15,00:00:00
ob_246_52,5093.8191799999995,2005-03-04,00:00:00
ob_246_53,5093.57918,2005-04-11,00:00:00
ob_246_54,5092.37918,2005-05-03,00:00:00
ob_246_55,5093.73918,2005-06-07,00:00:00
ob_246_56,5093.4391799999985,2005-07-06,00:00:00
ob_246_57,5090.3991799999985,2005-08-01,00:00:00
ob_246_58,5090.57918,2005-09-02,00:00:00
ob_246_59,5092.48918,2005-10-05,00:00:00
ob_246_60,5092.809179999998,2005-11-07,00:00:00
ob_246_61,5092.90918,2005-12-12,00:00:00
ob_246_62,5089.6491799999985,2006-01-12,00:00:00
ob_246_63,5090.36918,2006-02-27,00:00:00
ob_246_64,5090.41918,2006-04-11,00:00:00
ob_246_65,5093.32918,2006-05-08,00:00:00
ob_246_66,5087.62918,2006-06-12,00:00:00
ob_246_67,5086.12918,2006-07-05,00:00:00
ob_246_68,5091.88918,2006-08-01,00:00:00
ob_246_69,5089.40918,2006-08-30,00:00:00
ob_246_70,5085.8191799999995,2006-10-31,00:00:00
ob_246_71,5092.53918,2006-12-18,00:00:00
ob_246_72,5092.809179999998,2007-01-10,00:00:00
ob_246_73,5092.979179999998,2007-02-06,00:00:00
ob_246_74,5093.1491799999985,2007-03-19,00:00:00
ob_246_75,5093.21918,2007-04-16,00:00:00
ob_246_76,5092.95918,2007-05-07,00:00:00
ob_246_77,5092.17918,2007-06-06,00:00:00
ob_246_78,5091.479179999998,2007-07-10,00:00:00
ob_246_79,5091.08918,2007-08-07,00:00:00
ob_246_80,5091.67918,2007-12-27,00:00:00
ob_246_81,5092.16918,2008-03-13,00:00:00
ob_246_82,5090.88918,2008-06-25,00:00:00
ob_246_83,5089.7791799999995,2008-09-25,00:00:00
ob_246_84,5090.49918,2008-12-22,00:00:00
ob_246_85,5090.979179999998,2009-03-18,00:00:00
ob_246_86,5089.7791799999995,2009-06-24,00:00:00
ob_246_87,5088.769179999998,2009-09-23,00:00:00
ob_246_88,5089.45918,2010-01-14,00:00:00
ob_246_89,5090.38918,2010-03-18,00:00:00
ob_246_90,5088.70918,2010-07-01,00:00:00
ob_246_91,5085.0691799999995,2010-09-30,00:00:00
ob_246_92,5086.95918,2011-01-04,00:00:00
ob_246_93,5089.019179999998,2011-05-02,00:00:00
ob_246_94,5088.3591799999995,2011-06-15,00:00:00
ob_246_95,5086.98918,2011-09-29,00:00:00
ob_246_96,5087.40918,2011-11-30,00:00:00
ob_246_97,5087.99918,2012-03-12,00:00:00
ob_246_98,5086.58918,2012-06-26,00:00:00
ob_246_99,5085.63918,2012-10-10,00:00:00
ob_246_100,5086.099179999998,2012-12-10,00:00:00
ob_246_101,5086.71918,2013-03-05,00:00:00
ob_246_102,5085.74918,2013-05-30,00:00:00
ob_246_103,5085.33918,2013-07-01,00:00:00
ob_246_104,5084.4391799999985,2013-09-05,00:00:00
ob_246_105,5085.15918,2013-12-16,00:00:00
ob_246_106,5085.9391799999985,2014-02-24,00:00:00
ob_246_107,5084.559179999998,2014-06-10,00:00:00
ob_246_108,5083.46918,2014-09-23,00:00:00
ob_246_109,5101.78918,2014-12-22,00:00:00
ob_246_110,5101.50918,2015-03-16,00:00:00
ob_246_111,5083.0691799999995,2015-06-08,00:00:00
ob_246_112,5082.5691799999995,2015-09-21,00:00:00
ob_252_1,4820.373570000002,1981-03-08,00:00:00
ob_252_2,4820.18357,1981-04-22,00:00:00
ob_252_3,4820.27357,1981-05-22,00:00:00
ob_252_4,4820.22357,1981-06-18,00:00:00
ob_252_5,4820.36357,1981-07-22,00:00:00
ob_252_6,4820.52357,1981-08-17,00:00:00
ob_252_7,4820.38357,1981-09-18,00:00:00
ob_252_8,4820.14357,1981-10-19,00:00:00
ob_252_9,4820.073570000001,1981-11-19,00:00:00
ob_252_10,4819.86357,1981-12-16,00:00:00
ob_252_11,4819.833570000002,1982-01-22,00:00:00
ob_252_12,4819.373570000002,1982-02-18,00:00:00
ob_252_13,4819.533570000001,1982-03-18,00:00:00
ob_252_14,4819.043570000002,1982-06-21,00:00:00
ob_252_15,4819.96357,1983-02-24,00:00:00
ob_252_16,4819.583570000002,1983-08-16,00:00:00
ob_252_17,4819.2435700000015,1983-10-11,00:00:00
ob_252_18,4820.073570000001,1985-12-10,00:00:00
ob_252_19,4819.64357,1986-03-11,00:00:00
ob_252_20,4819.31357,1986-06-04,00:00:00
ob_252_21,4819.48357,1986-12-02,00:00:00
ob_252_22,4818.873570000002,1987-03-09,00:00:00
ob_252_23,4818.26357,1987-06-15,00:00:00
ob_252_24,4818.4535700000015,1987-12-08,00:00:00
ob_252_25,4817.88357,1988-06-06,00:00:00
ob_252_26,4816.27357,1988-07-12,00:00:00
ob_252_27,4817.543570000002,1988-08-16,00:00:00
ob_252_28,4817.56357,1988-09-19,00:00:00
ob_252_29,4816.38357,1991-12-04,00:00:00
ob_252_30,4815.9535700000015,1992-03-11,00:00:00
ob_252_31,4815.88357,1992-06-09,00:00:00
ob_252_32,4815.31357,1992-09-14,00:00:00
ob_252_33,4815.63357,1992-12-28,00:00:00
ob_252_34,4815.033570000001,1993-03-24,00:00:00
ob_252_35,4815.1635700000015,1993-09-13,00:00:00
ob_252_36,4815.583570000002,1993-12-22,00:00:00
ob_252_37,4815.42357,1994-03-23,00:00:00
ob_252_38,4814.96357,1994-09-07,00:00:00
ob_252_39,4814.6635700000015,1994-12-13,00:00:00
ob_252_40,4814.26357,1995-03-15,00:00:00
ob_252_41,4814.06357,1995-06-06,00:00:00
ob_252_42,4813.96357,1995-09-19,00:00:00
ob_252_43,4814.36357,1995-12-05,00:00:00
ob_252_44,4814.26357,1996-03-07,00:00:00
ob_252_45,4813.6635700000015,1996-06-12,00:00:00
ob_252_46,4813.76357,1996-09-10,00:00:00
ob_252_47,4814.123570000002,1996-12-09,00:00:00
ob_252_48,4813.76357,1997-03-26,00:00:00
ob_252_49,4813.36357,1997-06-25,00:00:00
ob_252_50,4813.073570000001,1997-09-17,00:00:00
ob_252_51,4807.81357,2000-12-27,00:00:00
ob_252_52,4795.72357,2004-12-15,00:00:00
ob_252_53,4799.2435700000015,2005-03-04,00:00:00
ob_252_54,4800.18357,2005-04-11,00:00:00
ob_252_55,4799.90357,2005-05-03,00:00:00
ob_252_56,4799.61357,2005-06-07,00:00:00
ob_252_57,4799.333570000002,2005-07-06,00:00:00
ob_252_58,4799.14357,2005-09-02,00:00:00
ob_252_59,4798.4135700000015,2005-10-05,00:00:00
ob_252_60,4798.71357,2005-11-07,00:00:00
ob_252_61,4798.90357,2005-12-12,00:00:00
ob_252_62,4798.98357,2006-01-12,00:00:00
ob_252_63,4799.21357,2006-02-27,00:00:00
ob_252_64,4799.1635700000015,2006-04-11,00:00:00
ob_252_65,4799.02357,2006-05-08,00:00:00
ob_252_66,4798.22357,2006-06-12,00:00:00
ob_252_67,4797.56357,2006-07-05,00:00:00
ob_252_68,4797.72357,2006-08-01,00:00:00
ob_252_69,4797.48357,2006-08-30,00:00:00
ob_252_70,4797.85357,2006-10-31,00:00:00
ob_252_71,4798.083570000002,2006-12-18,00:00:00
ob_252_72,4798.4535700000015,2007-01-10,00:00:00
ob_252_73,4798.50357,2007-02-06,00:00:00
ob_252_74,4798.56357,2007-03-19,00:00:00
ob_252_75,4798.26357,2007-04-16,00:00:00
ob_252_76,4798.073570000001,2007-05-07,00:00:00
ob_252_77,4797.52357,2007-06-06,00:00:00
ob_252_78,4797.26357,2007-07-10,00:00:00
ob_252_79,4796.583570000002,2007-08-07,00:00:00
ob_252_80,4796.96357,2007-12-27,00:00:00
ob_252_81,4797.11357,2008-03-12,00:00:00
ob_252_82,4796.27357,2008-06-24,00:00:00
ob_252_83,4789.323570000001,2008-09-25,00:00:00
ob_252_84,4795.89357,2008-12-22,00:00:00
ob_252_85,4795.96357,2009-03-18,00:00:00
ob_252_86,4795.05357,2009-06-24,00:00:00
ob_252_87,4793.81357,2009-09-23,00:00:00
ob_252_88,4794.50357,2010-01-11,00:00:00
ob_252_89,4794.75357,2010-03-18,00:00:00
ob_252_90,4793.69357,2010-07-02,00:00:00
ob_252_91,4792.90357,2010-09-30,00:00:00
ob_252_92,4793.783570000001,2011-01-19,00:00:00
ob_252_93,4794.01357,2011-05-02,00:00:00
ob_252_94,4793.31357,2011-06-14,00:00:00
ob_252_95,4792.75357,2011-09-29,00:00:00
ob_252_96,4793.7435700000015,2011-11-30,00:00:00
ob_252_97,4794.56357,2012-03-12,00:00:00
ob_252_98,4791.51357,2012-06-25,00:00:00
ob_252_99,4792.17357,2012-10-10,00:00:00
ob_252_100,4792.73357,2012-12-10,00:00:00
ob_252_101,4793.35357,2013-03-05,00:00:00
ob_252_102,4791.86357,2013-07-01,00:00:00
ob_252_103,4790.38357,2013-09-05,00:00:00
ob_252_104,4791.89357,2013-12-16,00:00:00
ob_252_105,4792.22357,2014-02-24,00:00:00
ob_252_106,4901.9535700000015,2014-06-10,00:00:00
ob_252_107,4903.6635700000015,2014-09-23,00:00:00
ob_252_108,4790.85357,2015-03-16,00:00:00
ob_252_109,4789.073570000001,2015-06-08,00:00:00
ob_252_110,4788.19357,2015-09-21,00:00:00
ob_253_1,4700.25799,2012-07-30,00:00:00
ob_253_2,4700.21799,2012-08-17,00:00:00
ob_253_3,4700.1879899999985,2012-09-13,00:00:00
ob_253_4,4700.1879899999985,2012-10-11,00:00:00
ob_254_6,4705.26352,1980-07-14,00:00:00
ob_254_7,4704.82352,1980-08-19,00:00:00
ob_254_8,4704.84352,1980-09-18,00:00:00
ob_254_9,4704.473520000001,1980-10-22,00:00:00
ob_254_10,4704.36352,1980-11-17,00:00:00
ob_254_11,4704.20352,1980-12-15,00:00:00
ob_254_12,4704.08352,1981-01-14,00:00:00
ob_254_13,4704.04352,1981-02-13,00:00:00
ob_254_14,4704.01352,1981-03-12,00:00:00
ob_254_15,4704.87352,1981-05-02,00:00:00
