obsnme,head,date,time
ob_341_34,4703.58979,2007-05-08,00:00:00
ob_341_35,4703.71979,2007-06-07,00:00:00
ob_341_36,4703.17979,2007-09-04,00:00:00
ob_344_1,4791.89266,1985-12-11,00:00:00
ob_344_2,4791.38266,1986-03-11,00:00:00
ob_344_3,4791.18266,1986-06-04,00:00:00
ob_344_4,4791.62266,1986-08-18,00:00:00
ob_344_5,4791.83266,1986-12-02,00:00:00
ob_344_6,4790.84266,1987-03-09,00:00:00
ob_344_7,4791.28266,1987-06-15,00:00:00
ob_344_8,4791.70266,1987-08-17,00:00:00
ob_344_9,4791.022660000001,1987-12-08,00:00:00
ob_344_10,4790.04266,1988-03-08,00:00:00
ob_344_11,4790.58266,1988-06-06,00:00:00
ob_344_12,4790.97266,1988-07-12,00:00:00
ob_344_13,4791.33266,1988-08-16,00:00:00
ob_344_14,4791.55266,1988-09-19,00:00:00
ob_344_15,4790.79266,1989-09-14,00:00:00
ob_344_16,4789.09266,1990-03-20,00:00:00
ob_344_17,4789.59266,1990-06-20,00:00:00
ob_344_18,4790.40266,1990-09-20,00:00:00
ob_344_19,4790.08266,1990-11-26,00:00:00
ob_344_20,4789.00266,1991-03-05,00:00:00
ob_344_21,4789.25266,1991-06-10,00:00:00
ob_344_22,4789.89266,1991-08-06,00:00:00
ob_344_23,4789.53266,1991-12-04,00:00:00
ob_344_24,4788.4826600000015,1992-03-11,00:00:00
ob_344_25,4788.852660000001,1992-06-09,00:00:00
ob_344_26,4789.13266,1992-09-14,00:00:00
ob_344_27,4788.4826600000015,1992-12-28,00:00:00
ob_344_28,4788.28266,1993-03-24,00:00:00
ob_344_29,4787.59266,1993-06-14,00:00:00
ob_344_30,4788.772660000001,1993-09-13,00:00:00
ob_344_31,4788.79266,1993-12-22,00:00:00
ob_344_32,4788.08266,1994-03-23,00:00:00
ob_344_33,4788.47266,1994-06-08,00:00:00
ob_344_34,4789.20266,1994-09-07,00:00:00
ob_344_35,4788.522660000001,1994-12-13,00:00:00
ob_344_36,4787.522660000001,1995-03-13,00:00:00
ob_344_37,4787.38266,1995-06-06,00:00:00
ob_344_38,4788.42266,1995-09-19,00:00:00
ob_344_39,4788.70266,1995-12-05,00:00:00
ob_344_40,4787.90266,1996-03-07,00:00:00
ob_344_41,4787.33266,1996-06-12,00:00:00
ob_344_42,4787.59266,1996-09-10,00:00:00
ob_344_43,4787.33266,1996-12-09,00:00:00
ob_344_44,4786.43266,1997-03-26,00:00:00
ob_344_45,4785.65266,1997-06-25,00:00:00
ob_344_46,4784.87266,1997-09-17,00:00:00
ob_344_47,4783.772660000001,1998-01-21,00:00:00
ob_344_48,4783.272660000001,1998-04-02,00:00:00
ob_344_49,4782.87266,1998-06-15,00:00:00
ob_344_50,4781.772660000001,1998-09-29,00:00:00
ob_344_51,4781.11266,1999-01-12,00:00:00
ob_344_52,4780.772660000001,1999-03-11,00:00:00
ob_344_53,4780.07266,1999-06-24,00:00:00
ob_344_54,4779.45266,1999-09-14,00:00:00
ob_344_55,4778.80266,1999-12-14,00:00:00
ob_344_56,4778.38266,2000-03-15,00:00:00
ob_344_57,4777.67266,2000-06-13,00:00:00
ob_344_58,4777.07266,2000-09-12,00:00:00
ob_344_59,4776.59266,2000-12-05,00:00:00
ob_344_60,4775.07266,2001-03-13,00:00:00
ob_344_61,4775.53266,2001-06-12,00:00:00
ob_344_62,4774.602660000001,2001-09-11,00:00:00
ob_344_63,4774.28266,2001-12-11,00:00:00
ob_344_64,4773.97266,2002-03-05,00:00:00
ob_344_65,4773.25266,2002-06-18,00:00:00
ob_344_66,4772.61266,2002-09-17,00:00:00
ob_344_67,4772.352660000001,2002-12-10,00:00:00
ob_344_68,4771.94266,2003-04-01,00:00:00
ob_344_69,4771.29266,2003-06-24,00:00:00
ob_344_70,4770.76266,2003-09-30,00:00:00
ob_344_71,4770.47266,2003-12-30,00:00:00
ob_344_72,4770.18266,2004-03-31,00:00:00
ob_344_73,4769.15266,2004-07-07,00:00:00
ob_344_74,4769.01266,2004-09-21,00:00:00
ob_344_75,4768.74266,2004-12-15,00:00:00
ob_344_76,4768.602660000001,2005-03-04,00:00:00
ob_344_77,4768.45266,2005-04-11,00:00:00
ob_344_78,4768.28266,2005-05-03,00:00:00
ob_344_79,4768.14266,2005-06-07,00:00:00
ob_344_80,4767.91266,2005-07-06,00:00:00
ob_344_81,4767.79266,2005-08-01,00:00:00
ob_344_82,4767.63266,2005-09-02,00:00:00
ob_344_83,4717.34266,2005-10-05,00:00:00
ob_344_84,4767.46266,2005-11-07,00:00:00
ob_344_85,4767.37266,2005-12-12,00:00:00
ob_344_86,4767.22266,2006-02-27,00:00:00
ob_344_87,4767.07266,2006-04-11,00:00:00
ob_344_88,4766.97266,2006-05-08,00:00:00
ob_344_89,4766.84266,2006-06-12,00:00:00
ob_344_90,4766.65266,2006-07-05,00:00:00
ob_344_91,4766.46266,2006-08-01,00:00:00
ob_344_92,4766.34266,2006-08-30,00:00:00
ob_344_93,4766.16266,2006-10-31,00:00:00
ob_344_94,4766.312660000001,2006-12-18,00:00:00
ob_344_95,4766.19266,2007-01-10,00:00:00
ob_344_96,4766.00266,2007-02-06,00:00:00
ob_344_97,4765.92266,2007-03-19,00:00:00
ob_344_98,4765.79266,2007-04-16,00:00:00
ob_344_99,4765.72266,2007-05-07,00:00:00
ob_344_100,4765.62266,2007-06-06,00:00:00
ob_344_101,4765.45266,2007-07-10,00:00:00
ob_344_102,4765.272660000001,2007-08-07,00:00:00
ob_346_1,4680.1693,2003-06-02,00:00:00
ob_346_2,4677.0493,2003-07-21,00:00:00
ob_346_3,4676.7993,2003-08-04,00:00:00
ob_346_4,4676.6293,2003-09-30,00:00:00
ob_346_5,4677.3993,2003-11-18,00:00:00
ob_346_6,4677.7693,2003-12-03,00:00:00
ob_346_7,4678.6293,2004-01-08,00:00:00
ob_346_8,4678.2993,2004-03-22,00:00:00
ob_346_9,4677.6493,2004-04-20,00:00:00
ob_346_10,4678.4293,2004-05-13,00:00:00
ob_346_11,4678.7693,2004-06-02,00:00:00
ob_346_12,4678.3993,2004-06-14,00:00:00
ob_346_13,4677.5293,2004-07-01,00:00:00
ob_346_14,4676.6493,2004-07-21,00:00:00
ob_346_15,4676.4293,2004-08-11,00:00:00
ob_346_16,4676.1993,2004-08-19,00:00:00
ob_346_17,4676.4293,2004-08-30,00:00:00
ob_346_18,4676.0493,2004-09-22,00:00:00
ob_346_19,4676.3793,2004-10-14,00:00:00
ob_346_20,4677.0993,2004-11-05,00:00:00
ob_346_21,4678.3093,2004-12-15,00:00:00
ob_346_22,4679.8093,2005-02-02,00:00:00
ob_346_23,4678.7793,2005-03-08,00:00:00
ob_346_24,4678.3893,2005-04-12,00:00:00
ob_346_25,4678.4793,2005-05-04,00:00:00
ob_346_26,4678.4593,2005-06-09,00:00:00
ob_346_27,4678.2693,2005-07-07,00:00:00
ob_346_28,4677.8593,2005-08-03,00:00:00
ob_346_29,4677.2993,2005-09-02,00:00:00
ob_346_30,4678.0193,2005-10-06,00:00:00
ob_346_31,4677.8793,2005-11-09,00:00:00
ob_346_32,4678.3693,2005-12-14,00:00:00
ob_346_33,4678.8793,2005-12-19,00:00:00
ob_346_34,4679.8293,2006-01-17,00:00:00
ob_346_35,4679.9093,2006-03-02,00:00:00
ob_346_36,4679.9693,2006-04-14,00:00:00
ob_346_37,4678.2093,2006-05-09,00:00:00
ob_346_38,4678.5393,2006-06-13,00:00:00
ob_346_39,4678.5793,2006-07-06,00:00:00
ob_346_40,4678.3293,2006-08-02,00:00:00
ob_346_41,4678.4693,2006-08-31,00:00:00
ob_346_42,4678.1593,2006-11-02,00:00:00
ob_346_43,4678.3793,2006-12-20,00:00:00
ob_346_44,4678.5493,2007-01-11,00:00:00
ob_346_45,4679.4493,2007-02-07,00:00:00
ob_346_46,4678.9193,2007-03-20,00:00:00
ob_346_47,4679.0593,2007-04-17,00:00:00
ob_346_48,4678.7793,2007-05-08,00:00:00
ob_346_49,4678.4493,2007-06-07,00:00:00
ob_346_50,4677.9393,2007-07-11,00:00:00
ob_346_51,4675.7893,2007-08-08,00:00:00
ob_350_1,4683.6497899999995,1981-02-13,00:00:00
ob_350_2,4683.15979,1981-08-18,00:00:00
ob_350_3,4684.1897899999985,1982-02-19,00:00:00
ob_350_4,4683.7297899999985,1982-03-18,00:00:00
ob_350_5,4683.50979,1985-12-11,00:00:00
ob_350_6,4683.88979,1986-03-12,00:00:00
ob_350_7,4683.8997899999995,1986-06-04,00:00:00
ob_350_8,4684.24979,1986-12-03,00:00:00
ob_350_9,4682.7297899999985,1987-08-18,00:00:00
ob_350_10,4683.58979,1987-12-09,00:00:00
ob_350_11,4682.1497899999995,1988-09-20,00:00:00
ob_350_12,4685.45979,1998-05-01,00:00:00
ob_354_1,4671.31979,1982-02-16,00:00:00
ob_354_2,4667.88979,1982-02-19,00:00:00
ob_354_3,4665.04979,1982-03-08,00:00:00
ob_354_4,4665.95979,1982-07-20,00:00:00
ob_354_5,4664.30979,1985-02-09,00:00:00
ob_354_6,4665.1897899999985,1985-05-15,00:00:00
ob_354_7,4664.12979,1985-08-22,00:00:00
ob_354_8,4664.1897899999985,1985-12-11,00:00:00
ob_354_9,4667.8997899999995,1986-03-12,00:00:00
ob_354_10,4668.34979,1986-06-04,00:00:00
ob_354_11,4664.45979,1986-08-19,00:00:00
ob_354_12,4664.3997899999995,1986-12-03,00:00:00
ob_354_13,4666.7297899999985,1998-04-30,00:00:00
ob_355_1,4670.24979,1982-02-16,00:00:00
ob_355_2,4670.12979,1982-02-19,00:00:00
ob_355_3,4670.07979,1982-03-18,00:00:00
ob_355_4,4665.17979,1985-02-09,00:00:00
ob_355_5,4665.67979,1985-05-15,00:00:00
ob_355_6,4664.74979,1985-12-11,00:00:00
ob_355_7,4668.78979,1986-03-12,00:00:00
ob_355_8,4668.70979,1986-06-04,00:00:00
ob_355_9,4665.30979,1986-08-19,00:00:00
ob_355_10,4664.9397899999985,1986-12-03,00:00:00
ob_355_11,4665.07979,1987-03-10,00:00:00
ob_355_12,4664.53979,1987-06-16,00:00:00
ob_36_1,4750.77979,1991-06-13,00:00:00
ob_36_2,4749.67979,1991-08-12,00:00:00
ob_36_3,4749.37979,1991-12-06,00:00:00
ob_36_4,4748.27979,1992-03-13,00:00:00
ob_36_5,4749.17979,1992-06-10,00:00:00
ob_36_6,4747.57979,1993-01-04,00:00:00
ob_36_7,4747.9797899999985,1993-03-26,00:00:00
ob_36_8,4749.17979,1993-06-16,00:00:00
ob_36_9,4748.27979,1993-09-15,00:00:00
ob_36_10,4747.9797899999985,1993-12-23,00:00:00
ob_36_11,4747.77979,1994-03-21,00:00:00
ob_36_12,4748.4797899999985,1994-06-09,00:00:00
ob_36_13,4744.77979,1994-09-09,00:00:00
ob_36_14,4746.37979,1994-12-15,00:00:00
ob_36_15,4748.9797899999985,1995-03-16,00:00:00
ob_36_16,4748.4797899999985,1996-03-05,00:00:00
ob_360_1,4692.30615,1992-01-16,00:00:00
ob_360_2,4694.36615,1998-05-14,00:00:00
ob_38_1,4871.63072,2005-03-07,00:00:00
ob_38_2,4873.50072,2005-04-11,00:00:00
ob_38_3,4869.91072,2005-05-03,00:00:00
ob_38_4,4873.84072,2005-06-07,00:00:00
ob_38_5,4873.14072,2005-07-07,00:00:00
ob_38_6,4872.68072,2005-08-01,00:00:00
ob_38_7,4871.50072,2005-09-01,00:00:00
ob_38_8,4871.50072,2005-10-05,00:00:00
ob_38_9,4872.34072,2005-12-12,00:00:00
ob_38_10,4873.87072,2006-01-13,00:00:00
ob_38_11,4873.27072,2006-03-01,00:00:00
ob_38_12,4872.89072,2006-04-12,00:00:00
ob_38_13,4871.6507200000015,2006-05-08,00:00:00
ob_38_14,4871.42072,2006-06-12,00:00:00
ob_38_15,4871.780720000002,2006-07-05,00:00:00
ob_38_16,4872.450720000002,2006-08-02,00:00:00
ob_38_17,4874.450720000002,2006-08-30,00:00:00
ob_38_18,4870.80072,2006-10-31,00:00:00
ob_38_19,4873.14072,2006-12-18,00:00:00
ob_38_20,4867.980720000001,2007-01-10,00:00:00
ob_38_21,4872.030720000002,2007-02-06,00:00:00
ob_38_22,4872.1107200000015,2007-03-19,00:00:00
ob_38_23,4874.230720000001,2007-04-16,00:00:00
ob_38_24,4874.55072,2007-05-07,00:00:00
ob_38_25,4874.41072,2007-06-06,00:00:00
ob_38_26,4872.730720000001,2007-07-11,00:00:00
ob_38_27,4872.51072,2007-08-07,00:00:00
ob_38_28,4870.17072,2007-12-27,00:00:00
ob_38_29,4872.83072,2008-03-13,00:00:00
ob_38_30,4873.91072,2008-06-25,00:00:00
ob_38_31,4872.38072,2008-09-26,00:00:00
ob_38_32,4872.56072,2008-12-22,00:00:00
ob_38_33,4872.230720000001,2009-03-19,00:00:00
ob_38_34,4874.27072,2009-06-23,00:00:00
ob_38_35,4873.09072,2009-09-23,00:00:00
ob_38_36,4871.84072,2010-01-12,00:00:00
ob_38_37,4874.39072,2010-07-01,00:00:00
ob_38_38,4874.38072,2010-09-30,00:00:00
ob_38_39,4873.92072,2011-01-18,00:00:00
ob_38_40,4874.190720000001,2011-05-03,00:00:00
ob_38_41,4876.190720000001,2011-06-15,00:00:00
ob_38_42,4875.29072,2011-09-29,00:00:00
ob_38_43,4874.01072,2011-11-29,00:00:00
ob_38_44,4873.27072,2012-03-12,00:00:00
ob_38_45,4873.6107200000015,2012-06-26,00:00:00
ob_38_46,4872.940720000001,2012-10-10,00:00:00
ob_38_47,4872.990720000002,2012-12-10,00:00:00
ob_38_48,4870.35072,2013-03-05,00:00:00
ob_38_49,4865.740720000002,2013-07-01,00:00:00
ob_380_1,4685.592479999998,1992-04-08,00:00:00
ob_380_2,4685.8924799999995,1992-04-14,00:00:00
ob_380_3,4685.3924799999995,1992-04-21,00:00:00
ob_380_4,4684.99248,1992-04-28,00:00:00
ob_380_5,4684.69248,1992-05-12,00:00:00
ob_380_6,4685.3924799999995,1992-05-19,00:00:00
ob_380_7,4685.3924799999995,1992-05-26,00:00:00
ob_380_8,4681.0124799999985,1992-06-02,00:00:00
ob_380_9,4676.592479999998,1992-06-09,00:00:00
ob_380_10,4673.52248,1992-06-16,00:00:00
ob_380_11,4671.0524799999985,1992-06-23,00:00:00
ob_380_12,4668.77248,1992-06-30,00:00:00
ob_380_13,4669.83248,1992-07-07,00:00:00
ob_380_14,4668.24248,1992-07-14,00:00:00
ob_380_15,4668.20248,1992-07-21,00:00:00
ob_380_16,4668.842479999998,1992-07-28,00:00:00
ob_380_17,4663.65248,1992-08-04,00:00:00
ob_380_18,4666.7624799999985,1992-08-11,00:00:00
ob_380_19,4666.58248,1992-08-18,00:00:00
ob_380_20,4666.592479999998,1992-08-25,00:00:00
ob_380_21,4662.27248,1992-09-01,00:00:00
ob_380_22,4667.4324799999995,1992-09-08,00:00:00
ob_380_23,4673.70248,1992-09-15,00:00:00
ob_380_24,4676.74248,1992-09-22,00:00:00
ob_380_25,4676.132479999998,1992-09-29,00:00:00
ob_380_26,4677.21248,1992-10-06,00:00:00
ob_380_27,4679.3024799999985,1992-10-13,00:00:00
ob_380_28,4680.70248,1992-10-20,00:00:00
ob_380_29,4681.91248,1992-10-27,00:00:00
ob_380_30,4682.56248,1992-11-03,00:00:00
ob_380_31,4683.00248,1992-11-17,00:00:00
ob_380_32,4682.81248,1992-12-02,00:00:00
ob_380_33,4683.79248,1993-01-22,00:00:00
ob_380_34,4684.69248,1993-02-16,00:00:00
ob_380_35,4685.3924799999995,1993-03-19,00:00:00
ob_380_36,4684.69248,1993-04-12,00:00:00
ob_380_37,4685.3924799999995,1993-04-22,00:00:00
ob_380_38,4684.99248,1993-04-27,00:00:00
ob_380_39,4685.19248,1993-05-04,00:00:00
ob_380_40,4685.8924799999995,1993-05-11,00:00:00
ob_380_41,4685.8924799999995,1993-05-18,00:00:00
ob_380_42,4685.19248,1993-05-25,00:00:00
ob_380_43,4684.69248,1993-06-01,00:00:00
ob_380_44,4685.19248,1993-06-08,00:00:00
ob_380_45,4685.19248,1993-06-15,00:00:00
ob_380_46,4684.49248,1993-06-22,00:00:00
ob_380_47,4684.69248,1993-06-29,00:00:00
ob_380_48,4685.3924799999995,1993-07-06,00:00:00
ob_380_49,4684.99248,1993-07-13,00:00:00
ob_380_50,4684.99248,1993-07-20,00:00:00
ob_380_51,4684.69248,1993-07-27,00:00:00
ob_380_52,4682.592479999998,1993-08-03,00:00:00
ob_380_53,4674.02248,1993-08-10,00:00:00
ob_380_54,4680.24248,1993-08-17,00:00:00
ob_380_55,4667.57248,1993-08-24,00:00:00
ob_380_56,4677.24248,1993-08-31,00:00:00
ob_380_57,4667.11248,1993-09-07,00:00:00
ob_380_58,4672.11248,1993-09-14,00:00:00
ob_380_59,4678.60248,1993-09-21,00:00:00
ob_380_60,4681.20248,1993-09-28,00:00:00
ob_380_61,4682.70248,1993-10-12,00:00:00
ob_380_62,4684.69248,1993-11-16,00:00:00
ob_380_63,4684.69248,1993-11-30,00:00:00
ob_380_64,4684.99248,1993-12-14,00:00:00
ob_380_65,4684.99248,1993-12-28,00:00:00
ob_380_66,4685.3924799999995,1994-01-18,00:00:00
ob_380_67,4683.29248,1994-02-15,00:00:00
ob_380_68,4685.3924799999995,1994-03-15,00:00:00
ob_380_69,4685.3924799999995,1994-04-12,00:00:00
ob_380_70,4685.69248,1994-04-26,00:00:00
ob_380_71,4685.69248,1994-05-03,00:00:00
ob_380_72,4685.8924799999995,1994-05-10,00:00:00
ob_380_73,4685.69248,1994-05-17,00:00:00
ob_380_74,4686.092479999998,1994-05-21,00:00:00
ob_380_75,4685.69248,1994-05-31,00:00:00
ob_380_76,4685.3924799999995,1994-06-07,00:00:00
ob_380_77,4685.49248,1994-06-14,00:00:00
ob_380_78,4684.69248,1994-06-21,00:00:00
ob_380_79,4668.31248,1994-07-05,00:00:00
ob_380_80,4666.3024799999985,1994-07-12,00:00:00
ob_380_81,4665.4724799999985,1994-07-19,00:00:00
ob_380_82,4664.03248,1994-07-26,00:00:00
ob_380_83,4668.96248,1994-08-02,00:00:00
ob_380_84,4662.9324799999995,1994-08-09,00:00:00
ob_380_85,4666.71248,1994-08-16,00:00:00
ob_380_86,4660.65248,1994-08-23,00:00:00
ob_380_87,4661.77248,1994-08-30,00:00:00
ob_380_88,4663.7624799999985,1994-09-06,00:00:00
ob_380_89,4667.81248,1994-09-13,00:00:00
ob_380_90,4675.78248,1994-09-20,00:00:00
ob_380_91,4677.9324799999995,1994-09-27,00:00:00
ob_380_92,4680.25248,1994-10-11,00:00:00
ob_380_93,4682.19248,1994-10-25,00:00:00
ob_380_94,4682.3924799999995,1994-11-08,00:00:00
ob_380_95,4682.77248,1994-11-22,00:00:00
ob_380_96,4683.092479999998,1994-12-06,00:00:00
ob_380_97,4685.8924799999995,1995-02-21,00:00:00
ob_380_98,4686.092479999998,1995-03-07,00:00:00
ob_380_99,4686.57248,1995-03-21,00:00:00
ob_380_100,4686.592479999998,1995-03-28,00:00:00
ob_380_101,4686.29248,1995-04-04,00:00:00
ob_380_102,4686.592479999998,1995-04-11,00:00:00
ob_380_103,4686.79248,1995-04-18,00:00:00
ob_380_104,4686.592479999998,1995-04-25,00:00:00
ob_380_105,4686.29248,1995-05-02,00:00:00
ob_380_106,4686.79248,1995-05-09,00:00:00
ob_380_107,4686.79248,1995-05-16,00:00:00
ob_380_108,4686.79248,1995-05-23,00:00:00
ob_380_109,4686.592479999998,1995-05-30,00:00:00
ob_380_110,4686.592479999998,1995-06-06,00:00:00
ob_380_111,4686.99248,1995-06-13,00:00:00
ob_380_112,4686.99248,1995-07-12,00:00:00
ob_380_113,4686.592479999998,1995-07-18,00:00:00
ob_380_114,4686.592479999998,1995-07-25,00:00:00
ob_380_115,4686.092479999998,1995-08-01,00:00:00
ob_380_116,4686.29248,1995-08-08,00:00:00
ob_380_117,4686.29248,1995-08-15,00:00:00
ob_380_118,4686.29248,1995-08-22,00:00:00
ob_380_119,4686.29248,1995-08-29,00:00:00
ob_380_120,4686.29248,1995-09-05,00:00:00
ob_380_121,4680.0524799999985,1995-09-12,00:00:00
ob_380_122,4685.8924799999995,1995-09-19,00:00:00
ob_380_123,4683.79248,1995-09-26,00:00:00
ob_380_124,4685.69248,1995-10-03,00:00:00
ob_380_125,4685.69248,1995-10-10,00:00:00
ob_380_126,4685.8924799999995,1995-10-20,00:00:00
ob_380_127,4685.3924799999995,1995-10-24,00:00:00
ob_380_128,4685.8924799999995,1995-10-31,00:00:00
ob_380_129,4685.8924799999995,1995-11-21,00:00:00
ob_380_130,4685.8924799999995,1995-11-28,00:00:00
ob_380_131,4686.092479999998,1995-12-12,00:00:00
ob_380_132,4686.092479999998,1996-01-16,00:00:00
ob_380_133,4686.592479999998,1996-02-13,00:00:00
ob_380_134,4685.3924799999995,1996-03-12,00:00:00
ob_380_135,4686.592479999998,1996-03-19,00:00:00
ob_380_136,4687.29248,1996-03-26,00:00:00
ob_380_137,4687.29248,1996-04-02,00:00:00
ob_380_138,4686.99248,1996-04-09,00:00:00
ob_380_139,4686.99248,1996-04-16,00:00:00
ob_380_140,4687.29248,1996-04-23,00:00:00
ob_380_141,4686.29248,1996-04-30,00:00:00
ob_380_142,4686.99248,1996-05-07,00:00:00
ob_380_143,4686.99248,1996-05-14,00:00:00
ob_380_144,4687.29248,1996-05-21,00:00:00
ob_380_145,4686.29248,1996-05-28,00:00:00
ob_380_146,4686.29248,1996-06-04,00:00:00
ob_380_147,4686.79248,1996-06-11,00:00:00
ob_380_148,4686.592479999998,1996-06-18,00:00:00
ob_380_149,4686.592479999998,1996-06-26,00:00:00
ob_380_150,4686.99248,1996-07-02,00:00:00
ob_380_151,4686.592479999998,1996-07-09,00:00:00
ob_380_152,4686.79248,1996-07-16,00:00:00
ob_380_153,4685.3924799999995,1996-07-23,00:00:00
ob_380_154,4684.99248,1996-07-30,00:00:00
ob_380_155,4679.3924799999995,1996-08-05,00:00:00
ob_380_156,4673.5124799999985,1996-08-13,00:00:00
ob_380_157,4673.2624799999985,1996-08-20,00:00:00
ob_380_158,4672.82248,1996-08-26,00:00:00
ob_380_159,4669.95248,1996-09-03,00:00:00
ob_380_160,4672.46248,1996-09-10,00:00:00
ob_380_161,4675.99248,1996-09-17,00:00:00
ob_380_162,4680.91248,1996-09-24,00:00:00
ob_380_163,4677.3924799999995,1996-10-01,00:00:00
ob_380_164,4673.592479999998,1996-10-08,00:00:00
ob_380_165,4679.91248,1996-10-15,00:00:00
ob_380_166,4681.132479999998,1996-10-22,00:00:00
ob_380_167,4682.79248,1996-10-29,00:00:00
ob_380_168,4684.99248,1996-11-26,00:00:00
ob_380_169,4685.3924799999995,1996-12-17,00:00:00
ob_380_170,4686.79248,1997-01-30,00:00:00
ob_380_171,4687.99248,1997-02-25,00:00:00
ob_380_172,4687.69248,1997-03-04,00:00:00
ob_380_173,4687.69248,1997-03-12,00:00:00
ob_380_174,4686.79248,1997-03-18,00:00:00
ob_380_175,4687.29248,1997-03-25,00:00:00
ob_380_176,4687.49248,1997-04-01,00:00:00
ob_380_177,4686.592479999998,1997-04-08,00:00:00
ob_380_178,4686.092479999998,1997-04-15,00:00:00
ob_380_179,4686.592479999998,1997-04-22,00:00:00
ob_380_180,4686.592479999998,1997-04-29,00:00:00
ob_380_181,4686.79248,1997-05-06,00:00:00
ob_380_182,4686.79248,1997-05-13,00:00:00
ob_380_183,4686.79248,1997-05-20,00:00:00
ob_380_184,4686.79248,1997-05-27,00:00:00
ob_380_185,4686.79248,1997-06-03,00:00:00
ob_380_186,4686.592479999998,1997-06-10,00:00:00
ob_380_187,4686.592479999998,1997-06-17,00:00:00
ob_380_188,4687.29248,1997-06-24,00:00:00
ob_380_189,4686.592479999998,1997-07-01,00:00:00
ob_380_190,4687.29248,1997-07-08,00:00:00
ob_380_191,4686.29248,1997-07-15,00:00:00
ob_380_192,4685.3924799999995,1997-07-23,00:00:00
ob_380_193,4685.8924799999995,1997-07-29,00:00:00
ob_380_194,4674.5124799999985,1997-08-05,00:00:00
ob_380_195,4676.35248,1997-08-12,00:00:00
ob_380_196,4673.71248,1997-08-19,00:00:00
ob_380_197,4672.07248,1997-08-25,00:00:00
ob_380_198,4671.922479999998,1997-09-02,00:00:00
ob_380_199,4673.60248,1997-09-09,00:00:00
ob_380_200,4673.83248,1997-09-16,00:00:00
ob_380_201,4680.53248,1997-09-23,00:00:00
ob_380_202,4681.632479999998,1997-09-30,00:00:00
ob_381_1,4795.96402,1981-03-20,00:00:00
ob_381_2,4798.46402,1981-04-22,00:00:00
ob_381_3,4793.354020000002,1981-05-22,00:00:00
ob_381_4,4797.42402,1981-06-15,00:00:00
ob_381_5,4798.4740200000015,1981-07-22,00:00:00
ob_381_6,4798.44402,1981-08-18,00:00:00
ob_381_7,4793.83402,1981-09-18,00:00:00
ob_381_8,4797.9740200000015,1981-10-19,00:00:00
ob_381_9,4798.79402,1981-11-19,00:00:00
ob_381_10,4798.7240200000015,1981-12-16,00:00:00
ob_381_11,4798.48402,1982-01-22,00:00:00
ob_381_12,4798.37402,1982-02-18,00:00:00
ob_381_13,4798.58402,1982-03-18,00:00:00
ob_381_14,4797.65402,1982-04-20,00:00:00
ob_381_15,4798.11402,1982-06-21,00:00:00
ob_381_16,4797.98402,1982-08-17,00:00:00
ob_381_17,4798.21402,1982-09-22,00:00:00
ob_381_18,4798.2240200000015,1983-05-19,00:00:00
ob_381_19,4798.15402,1983-07-12,00:00:00
ob_381_20,4797.104020000002,1983-10-11,00:00:00
ob_381_21,4797.58402,1985-12-10,00:00:00
ob_381_22,4790.2240200000015,1986-03-11,00:00:00
ob_381_23,4784.04402,1986-06-04,00:00:00
ob_381_24,4795.67402,1986-08-18,00:00:00
ob_381_25,4798.054020000001,1986-12-02,00:00:00
ob_381_26,4796.42402,1987-03-09,00:00:00
ob_381_27,4796.314020000002,1987-06-15,00:00:00
ob_381_28,4797.73402,1987-11-13,00:00:00
ob_381_29,4795.554020000001,1987-12-08,00:00:00
ob_381_30,4797.37402,1988-03-08,00:00:00
ob_381_31,4796.554020000001,1988-06-06,00:00:00
ob_381_32,4797.104020000002,1988-07-12,00:00:00
ob_381_33,4797.1840200000015,1988-09-19,00:00:00
ob_381_34,4779.32402,2004-12-27,00:00:00
ob_381_35,4776.65402,2005-04-11,00:00:00
ob_381_36,4776.69402,2005-05-03,00:00:00
ob_381_37,4780.11402,2005-06-07,00:00:00
ob_381_38,4778.67402,2005-07-08,00:00:00
ob_381_39,4772.41402,2005-08-01,00:00:00
ob_381_40,4774.44402,2005-09-02,00:00:00
ob_381_41,4778.9740200000015,2005-10-05,00:00:00
ob_381_42,4779.2240200000015,2006-01-12,00:00:00
ob_381_43,4779.554020000001,2006-02-27,00:00:00
ob_381_44,4779.354020000002,2006-04-11,00:00:00
ob_381_45,4779.094020000001,2006-05-08,00:00:00
ob_381_46,4779.144020000002,2006-06-12,00:00:00
ob_381_47,4779.024020000002,2006-07-05,00:00:00
ob_381_48,4778.764020000001,2006-08-01,00:00:00
ob_381_49,4778.78402,2006-08-30,00:00:00
ob_381_50,4777.7240200000015,2006-10-31,00:00:00
ob_381_51,4778.16402,2006-12-18,00:00:00
ob_381_52,4778.6840200000015,2007-01-10,00:00:00
ob_381_53,4778.354020000002,2007-02-06,00:00:00
ob_381_54,4778.344020000001,2007-03-19,00:00:00
ob_381_55,4777.94402,2007-04-16,00:00:00
ob_381_56,4778.104020000002,2007-05-07,00:00:00
ob_381_57,4777.99402,2007-06-06,00:00:00
ob_381_58,4777.78402,2007-07-10,00:00:00
ob_381_59,4777.514020000001,2007-08-07,00:00:00
ob_384_1,4745.0412700000015,1981-03-24,00:00:00
ob_384_2,4741.921270000002,1981-05-21,00:00:00
